Stop Name,Internet Label,Avail Label,Stop Number,Routes Served,GPS,City,StaRT Stop ID,Solar Light,Shelter,Shelter Type,Asset Number2,Garbage Can,Garbage Can Type,Bench,Bench Type,Frames Needed,Landmark/Notes,Shelter Possible (Y/N),Priority,Trash Can Possible (Y/N),Priority2,Bench Possible w/o shelter (Y/N),Priority3,Notes,Column1
ORANGEBURG WB MARTIN FS,Orangeburg Ave & Martin Ave,ORAN WB MART FS,709,25 48,"37.664225127254994, -121.02690103593416",Modesto,,,,,,,,X,simme,1,,Y,3,Y,3,Y,3,R5,
ORANGEBURG WB MARTIN EVERGREEN MB,Orangeburg Ave between Martin Ave & Evergreen Ave,ORAN WB MART MB,710,25 48,"37.665178845719936, -121.02850516191653",Modesto,,,,,,,,X,simme,1,,Y,4,Y,4,Y,4,R0,
ORANGEBURG WB EVERGREEN NS,Orangeburg Ave & Evergreen Ave,ORAN WB EVER NS,711,25 48,"37.66725088804058, -121.03021255924683",Modesto,,,,,,X,LG,X,COA,1,,Y,4,Y,4,N/A,N/A,"R3, Has bench, ROW issues",
ORANGEBURG EB EVERGREEN FS,Orangeburg Ave & Evergreen Ave,ORAN EB EVER FS,712,25 48,"37.66615799190724, -121.0299244549652",Modesto,,x,X,Tolar Sunset 12,,X, LG,X,"COA, Tolar",1,,Y,1,Y,1,N/A,N/A,10-2023 Shelter Installed 2-6-2024 battery stolen w cover,
ORANGEBURG EB MARTIN NS,Orangeburg Ave & Martin Ave,ORAN EB MART NS,713,25 48,"37.66409849354817, -121.0259006478495",Modesto,,,,,,,,X,simme,1,,Y,3,Y,3,Y,3,R8,
ORANGEBURG EB CARVER NS,Orangeburg Ave & Carver Rd,ORAN EB CARV NS,714,25 48,"37.664066549165966, -121.022776212907",Modesto,,,,,,X,SM,X,simme,1,,N,N/A,N/A,N/A,Y*,2,"R12, No Room, possible Simme Seat",
ORANGEBURG EB KEARNEY NS,Orangeburg Ave & Kearney Ave,ORAN EB KEAR NS,715,25 48,"37.664042543263804, -121.01690234658263",Modesto,,,,,,,,X,simme,1,,Y*,4,Y*,4,Y*,4,"R3, ROW issues, Residential",
ORANGEBURG EB TULLY FS,Orangeburg Ave & Tully Rd,ORAN EB TULL FS,716,25,"37.663979086982756, -121.01184780373251",Modesto,,,,,,,,X,simme,1,,N,N/A,Y,1,N,N/A,"R20, No room",
ORANGEBURG EB COLLEGE FS,Orangeburg Ave & College Ave,ORAN EB COLL FS,717,25,"37.663889937369085, -121.00730388428516",Modesto,,,x,Mesh,615,X,MED,X,simme,1,TRASH CAN CHAIN TO POST,Y,1,N/A,N/A,Y,1,"R15, @school, needs concrete",
ORANGEBURG EB VIRGINIA CORRIDOR NS,Orangeburg Ave & Virginia Corridor,ORAN EB VIRG NS,718,25,"37.66381161505226, -121.0033863371502",Modesto,,,,,,,,X,COA,1,,Y,3,Y,3,N/A,N/A,"R9, Possible ADA Slope issue",
ORANGEBURG EB ENSLEN NS,Orangeburg Ave & Enslen Ave,ORAN EB ENSL NS,719,25,"37.66376672016692, -121.0014012880078",Modesto,,,,,,,,X,simme,1,,N,N/A,N,N/A,N,N/A,"R4, No room",
ORANGEBURG EB ALMA NS,Orangeburg Ave & Alma Ave,ORAN EB ALMA NS,720,25,"37.66364803103578, -120.99540595029536",Modesto,,,,,,,,X,simme,1,,Y,4,y,4,Y,4,"R4, Check ROW, concrete work",
ORANGEBURG EB FORD FS,Orangeburg Ave & Ford Ave,ORAN EB FORD FS,721,25,"37.6635511850595, -120.98339333567964",Modesto,,,X,MESH,618,X, LG,X,MESH,1,,Y,1,Y,1,N/A,N/A,"R23, Plans to install shelter",
ORANGEBURG EB EL VECINO FS,Orangeburg Ave & El Vecino Ave,ORAN EB ELVE FS,722,25,"37.66348253911488, -120.97992620136677",Modesto,,,,,,,,x,simme,1,,Y,4,Y,4,y,4,R0,
ORANGEBURG EB ALLEN NS,Orangeburg Ave & Allen Dr,ORAN EB ALLE NS,723,25,"37.66349385874808, -120.97815143946785",Modesto,,,,,,,,X,simme,1,CANAL ,N,N/A,N,N/A,N,N/A,"R0, No Room",
ORANGEBURG EB COFFEE FS,Orangeburg Ave & Coffee Rd,ORAN EB COFF FS,724,25,"37.66347914108858, -120.97468165970197",Modesto,,,,,,X, LG,X,"COA, MESH",1,,N,N/A,N/A,N/A,N/A,N/A,"R30, Existing Simme Seat & Garbage can",
ORANGEBURG EB LORRY NS,Orangeburg Ave & Lorry Ave,ORAN EB LORR NS,725,25,"37.66350042947701, -120.97093374377774",Modesto,,,,,,,,,,1,,N,N/A,Y,4,Y*,4,"R1, No Room, possible Simme Seat",
ORANGEBURG EB ROSE FS,Orangeburg Ave & Rose Ave,ORAN EB ROSE FS,726,25,"37.66363249879826, -120.96600379871741",Modesto,,,,,,,,X,simme,1,,N,N/A,Y,4,Y*,4,"R0, ROW issue, Residential, possible Simme",
ORANGEBURG EB SHARONWOOD NS,Orangeburg Ave & Sharonwood Dr,ORAN EB SHAR NS,727,25,"37.66349173481738, -120.96181447666378",Modesto,,,,,,,,X,simme,1,,N,N/A,Y,4,Y*,4,"R0, ROW issue, Residential, possible Simme",
ORANGEBURG EB OAKDALE NS,Orangeburg Ave & Oakdale Rd,ORAN EB OAK NS,728,25,"37.66351938668573, -120.95860863066264",Modesto,,,,,,,,X,simme,1,,Y,4,Y,4,Y,4,"R4, Needs expanded concrete",
ORANGEBURG EB OAKDALE FS,Orangeburg Ave & Oakdale Rd,ORAN EB OAK FS,729,25,"37.66349841519939, -120.95591335960229",Modesto,,,,,,X,LG,X ,COA,1,,Y,2,N/A,N/A,N/A,N/A,"R12, Existing Trash can and bench",
ORANGEBURG EB CHRISTIANSEN X,Orangeburg Ave & Christiansen Dr,ORAN EB CHRI X,730,25,"37.66345448746819, -120.95191567430486",Modesto,,,,,,,,X,MESH,1,,Y,4,Y,4,Y,4,"R1, Needs concrete",
ORANGEBURG EB SONOMA NS,Orangeburg Ave & Sonoma Ave,ORAN EB SONO NS,731,25,"37.66350102113723, -120.94894293930932",Modesto,,,,,,,,X,MESH,1,,Y,4,Y,4,Y,4,"R1, Needs concrete",
ORANGEBURG EB EASTRIDGE NS,Orangeburg Ave & Eastridge Dr,ORAN EB EAST NS,732,25,"37.66351052799593, -120.94511944649572",Modesto,,,,,,,,X,simme,1,,N,N/A,Y*,4,Y*,4,"R3, No room, possible post mt trash/Simme",
ORANGEBURG EB RIMROCK FS,Orangeburg Ave & Rimrock Way,ORAN EB RIMR FS,733,25,"37.663512284424044, -120.94094305294004",Modesto,,,,,,,,X,simme,1,,N,N/A,Y*,3,Y*,3,"R5, Possible post mt trash/Simme",
ORANGEBURG EB LAKEWOOD FS,Orangeburg Ave & Lakewood Ave,ORAN EB LAKE FS,734,24 25,"37.66349063275152, -120.93860566355363",Modesto,,,X ,MESH ,619,X, LG,,,1,,Y,2,N/A,N/A,Y,2,"R13, Ready for Shelter install",
ORANGEBURG EB ALBERT FS,Orangeburg Ave & Albert Dr,ORAN EB ALBE FS,735,24 25,"37.663538936616376, -120.93538457758352",Modesto,,,,,,X ,"SM, POLE",X,simme,1,,N,N/A,Y*,4,Y*,4,"R3, No room, Possible post mt trash/Simme",
ORANGEBURG EB LILLIAN FS,Orangeburg Ave & Lillian Dr,ORAN EB LILL FS,736,24 25,"37.66354090427882, -120.93224147042709",Modesto,,,,,,,,X,simme,1,,Y,4,Y,4,N,N/A,"R2, Need ROW, coordinate w/school",
ORANGEBURG EB CHRISTOPHER FS,Orangeburg Ave & Christopher Ct,ORAN EB CHRH FS,737,24 25,"37.66355697322802, -120.9283035811396",Modesto,,,,,,,,X,simme,1,,Y,4,Y,4,N,N/A,"R4, Check ROW, concrete work",
ORANGEBURG EB GLENBROOK FS,Orangeburg Ave & Glenbrook Way,ORAN EB GLEN FS,738,24 25,"37.66357780720961, -120.92370067740022",Modesto,,,X,MESH,620,X, LG,X,MESH,1,,,,,,,,,
CLAUS SB ORANGEBURG FS,Claus Rd & Orangeburg Ave,CLAU SB ORAN FS,739,24 25,"37.66316566567597, -120.92143913375578",Modesto,,,,,,,,,,1,,Y,3,Y,3,Y,3,"R7, Check ROW, concrete",
CLAUS SB CEDAR CREEK FS,Claus Rd & Cedar Creek Dr,CLAU SB CCRK FS,740,24 25,"37.65983250037493, -120.92139394169617",Modesto,,,,,,,,X,simme,1,,N,N/A,N,N/A,N/A,N/A,"R4, Existing bench",
CREEKWOOD WB CLAUS FS,Johansen HS - Creekwood Dr & Claus Rd,CREE WB CLAU FS,741,24 25,"37.65002042310346, -120.92196582426267",Modesto,,,,,,X,LG,X,simme,1,,,,,,,,,
CREEKWOOD SB DRY CREEK FS,Creekwood Dr & Dry Creek Dr,CREE SB DCRK FS,742,24 25,"37.648415728662705, -120.92610184616046",Modesto,,,,,,,,,,1,,N,N/A,N,N/A,N,N/A,"R2, No Room",
CREEKWOOD SB ARDIA FS,Creekwood Dr & Ardia Ave,CREE SB ARDI FS,743,24 25,"37.646022652965684, -120.92620201194278",Modesto,,,,,,,,,,1,,Y,4,Y,4,Y,4,"R1, Needs concrete",
MECHALYS WB ANSONVILLE X,Mechalys Way & Ansonville Ln,MECH WB ANSO X,744,25,"37.64495893635099, -120.92670067083823",Modesto,,,X,MESH,555,X,LG,,,1,,N/A,N/A,N/A,N/A,N/A,N/A,"R11, Has Shelter & Trash can",
MECHALYS WB MCCLURE NS,Mechalys Way & McClure Rd,MECH WB MCCL NS,745,25,"37.64486212205614, -120.92963084569088",Modesto,,,,,,,,,,1,,Y,2,Y,2,Y,2,"R10, Would need Empire Union School's cooperation",
LINCOLN SB POPPY PATCH FS,Lincoln Ave & Poppypatch Dr,LINC SB POPP FS,749,25,"37.64240940704427, -120.93910160697008",Modesto,,,X,MESH,556,X ,LG ,X,MESH ,1,,Y,1,Y,1,Y,1,"R22, Ready for Shelter install",
LINCOLN SB YOSEMITE NS,Lincoln Ave & Yosemite Blvd,LINC SB YOSE NS,750,25,"37.63965245579374, -120.93908918482929",Modesto,,,X,MESH,557,X,LG,X,MESH,1,,,,,,,,,
YOSEMITE WB RIVERSIDE NS,Yosemite Blvd & Riverside Dr,YOSE WB RIVE NS,751,25 50,"37.638213430565436, -120.94692876302314",Modesto,,,,,,,,,,1,,Y,4,Y,4,Y,4,R1,
MILLER WB KINGSTON NS,Miller Ave & Kingston Ln,MILL WB KING NS,752,25,"37.64011843103717, -120.94952357428691",Modesto,,,X,MESH,642,X,LG,,,1,,Y,1,Y,1,N/A,N/A,"R36, Ready for Shelter install, existing bench",
MILLER WB TRASK FS,Miller Way & Trask Ln,MILL WB TRAS FS,753,25,"37.64008557837024, -120.95294373650111",Modesto,,,,,,X ,"SM, POLE",,,1,,N,N/A,N/A,N/A,N,N/A,"R22, No room, has pole mt trash can",
MILLER WB EL VISTA FS,Miller Ave & El Vista Ave,MILL WB ELVI FS,754,25,"37.6401095838175, -120.95794593125504",Modesto,,,,,,X,"SM, POLE",,,1,,N,N/A,N/A,N/A,N,N/A,"R7, No room",
MILLER WB PHOENIX FS,Miller Ave & Phoenix Ave,MILL WB PHOE FS,755,25,"37.64014346238004, -120.96257293045865",Modesto,,,,,,,,,,1,,N,N/A,Y*,1,N,N/A,"R20, No room, Residential",
MILLER WB CONEJO NS,Miller Ave & Conejo Ave,MILL WB CONE NS,756,25,"37.640086547517484, -120.965804694152",Modesto,,,,,,,,,,1,,N,N/A,Y*,4,N,N/A,"R2, ROW issues, Residential, post mt trash possible",
MILLER WB ROSINA FS,Miller Ave & Rosina Ave,MILL WB ROSI FS,757,25,"37.640128876095794, -120.9689032060392",Modesto,,,,,,,,,,1,,N,N/A,Y*,4,N,N/A,"R4, No room, Residential, possible post mt trash can",
MILLER WB ROWLAND FS,Miller Ave & Rowland Ave,MILL WB ROWL FS,758,25,"37.64014770307082, -120.97368382853891",Modesto,,,,,,X,"SM, POLE",,,1,,N,N/A,N/A,N/A,N,N/A,"R21, Existing trash can, No room, Residential",
LA LOMA NB SANTA BARBARA FS,La Loma & Santa Barbara Ave,LALO NB SBAR FS,759,25,"37.641036784002985, -120.97576835480484",Modesto,,,,,,,,X,COA,1,,y,1,Y,1,N/A,N/A,"R16, Existing Bench, ready for shelter install",
LA LOMA NB LAS PALMAS FS,La Loma & Las Palmas Ave,LALO NB LASP FS,760,25,"37.64243274906561, -120.97919457825378",Modesto,,,,,,,,,,1,,N,N/A,Y*,4,N/A,N/A,"R4, residential, possible post mt trash can",
LA LOMA NB BONITA NS,La Loma & Bonita Ave,LALO NB BONI NS,761,25,"37.643269215098215, -120.98126108500182",Modesto,,,,,,,,,,1,,N,N/A,Y*,4,N,N/A,"R1, Possible post mt trash, residential",
LA LOMA NB JAMES FS,La Loma & James St,LALO NB JAME FS,762,25,"37.64401024191368, -120.98794986404202",Modesto,,,,,,,,x,Simme,1,,Y,3,Y,3,Y,3,R6,
MCHENRY SB ORANGEBURG NS,McHenry Ave & Orangeburg Ave,MCH SB ORAN NS,763,22 23,"37.66399065205974, -120.99401319291452",Modesto,,,,,,X,LG,X,COA,1,RECYCLE BIN,N,N/A,N/A,N/A,N/A,N/A,"R44, No room",
MCHENRY SB MORRIS NS,McHenry Ave & Morris Ave,MCH SB MORR NS,765,22 23,"37.65114616267891, -120.99390073860772",Modesto,,,x,Shelter,537,X,LG,X,COA,1,,Y,3,N/A,N/A,N/A,N/A,"R9, Existing bench &trash can, have to check ROW",
MILLER EB CAMELLIA FS,Miller Ave & Camellia Way,MILL EB CAME FS,766,25,"37.64005412219359, -120.97040168249515",Modesto,,,,,,X ,SM POLE,,,1,,N,N/A,Y*,3,N,N/A,"R6,  ROW issues, Residential",
9TH NB TULLY COLDWELL MB,9th St & Coldwell Ave,9 NB TUCLD MB,767,48,"37.651623814905776, -121.01584651267315",Modesto,,,X, MESH,691,X,LG,X,MESH,1,,,,,,,,,
WOODLAND WB WATTS FS,Woodland Ave & Watts Ave,WOOD WB WATS FS,770,33,"37.65325167774796, -121.03365168985746",Modesto,,,,,,,,,,1,,N,N/A,N,N/A,N,N/A,"R3, Property Owner complaints",
WOODLAND WB EMIGRANT FS,Woodland Ave & Emigrant Way,WOOD WB EMIG FS,771,33,"37.653195838058515, -121.03732204080087",Modesto,,,,,,,,,,1,,N,N/A,N,N/A,N,N/A,"R2, Residential",
WOODLAND WB DAN WEST CT FS,Woodland Ave at Dan West Ct,WOOD WB DAN FS,772,33,"37.65313435080483, -121.0412993600079",Modesto,,,,,,X,"SM, POLE",X ,simme,1,CHURCH  ,Y,2,Y,2,Y,2,"R12, Needs concrete work",
POUST NB WOODLAND FS,Poust Rd & Woodland Ave,POUS NB WOOD FS,773,33,"37.65329607357893, -121.04517520483553",Modesto,,,,,,,,X,simme,1,,Y,3,Y,3,Y,3,"R6,Needs concrete work",
POUST NB CHAPPARAL FS,Poust Rd & Chapparal Pl,POUS NB CHAP FS,774,33,"37.65672557840702, -121.04470000028596",Modesto,,,,,,X,LG,x,Simme,1,,N,N/A,Y,N/A,Y,"3, Simme","R9, Residential, Existing trash can, possible Simme Seat",
BLUE GUM EB POUST FS,Blue Gum Ave & Poust Rd,BLUE EB POUS FS,775,33,"37.66031531523365, -121.04445768016379",Modesto,,,X, MESH,672,X,LG,,,1,JUVENILE JUSTICE ,Y,1,Y,N/A,Y,1,"R15, Existing trash can",
BLUE GUM EB ROSEMORE NS,Blue Gum Ave & Rosemore Ave,BLUE EB ROSM NS,776,33,"37.660378722515965, -121.04048093707853",Modesto,,,,,,X,LG,X,simme,1,,Y?,1,Y,N/A,Y?,1,"R28, Existing trash can, previous complaints from property owner.",
BLUE GUM EB PRITCHARD FS,Blue Gum Ave & Pritchard Ave (MJC West),BLUE EB PRIT FS,777,33,"37.66035130522835, -121.0372864779589",Modesto,,,X,MESH,673,X,LG,X,MESH,1,MJC WEST  ,,,,,,,,
PARADISE WB SUTTER FS,Paradise Rd & Sutter Ave,PARA WB SUTT FS,780,26,"37.6268055685704, -121.01344828005018",Modesto,,,x,MESH,646,x,LG,x,Mesh,1,Co. Shelter,,,,,,,,
PARADISE WB FLORETTE NS,Paradise Rd & Florette Ave,PARA WB FLOR NS,781,26,"37.62466465319486, -121.01674643696113",Modesto,,,,,,,,,,1,,,,,,,,,
PARADISE WB HARRIS NS,Paradise Rd & Harris Ave,PARA WB HARR NS,782,26,"37.62233288470236, -121.02006338973148",Modesto,,,,,,,,x,Simme,1,,,,,,,,,
PARADISE WB VERNON NS,Paradise Rd & Vernon Ave,PARA WB VERN NS,783,26,"37.6174706933968, -121.02747953286507",Modesto,,,,,,,,,,1,,,,,,,,,
PARADISE WB PINE TREE NS,Paradise Rd & Pine Tree Ln,PARA WB PINE NS,784,26,"37.62007980537225, -121.02344001565342",Modesto,,,,,,,,,,1,,,,,,,,,
CARPENTER NB PARADISE FS,Carpenter Rd & Paradise Rd,CARP NB PARA FS,785,26 47,"37.617096288498544, -121.03030233662268",Modesto,,X,X,Tolar Sunset 8,,X,Shelter,X (2),Tolar COA,1,,,,,,,,,
CALIFORNIA EB CHAMPAGNE NS,California Ave & Champagne Ln,CALI EB CHAM NS,786,33,"37.6313637908384, -121.02757633457237",Modesto,,,,,,X ,"SM, POLE",,,1,,,,,,,,,
CALIFORNIA EB SEYBOLD NS,California Ave & Seybold Ave,CALI EB SEYB NS,787,33,"37.631345938086106, -121.02012267912309",Modesto,,,X,MESH,656,X ,LG,,,1,CANAL ,,,,,,,,
CALIFORNIA EB SPENCER FS,California Ave & Spencer Ave,CALI EB SPEN FS,788,33,"37.63136692546702, -121.01624910544274",Modesto,,,,,,,,x ,Wooden,1,,,,,,,,,
MADISON SB WALNUT NS,Madison St & Walnut St,MADI SB WALN NS,789,33,"37.63259021762186, -121.01051520328951",Modesto,,,,,,,,x,Simme,,,,,,,,,,
MADISON NB VINE NS,Madison St & Vine St,MADI NB VINE NS,790,33,"37.633340040636014, -121.0103359247485",Modesto,,,,,,,,x,Simme,,,,,,,,,,
I ST EB 2ND FS,I St & 2nd St,I ST EB 2ND FS,791,33,"37.6338685801376, -121.00641813406884",Modesto,,,,,,,,X,simme,1,,,,,,,,,
I ST EB 4TH FS,I St & 4th St,I ST EB 4TH FS,792,33,"37.63548683299985, -121.00434756776643",Modesto,,,,,,,,,,1,,,,,,,,,
ROSEBURG WB KEARNEY NS,Roseburg Ave & Kearney Ave,ROSB WB KEAR NS,796,30,"37.66052031476969, -121.01629030325998",Modesto,,,,,,,,X,simme,1,,,,,,,,,
OAKDALE SB LAFORCE X,Oakdale Rd & La Force Dr,OAK SB LAFO X,797,32 37 60,"37.683337257998794, -120.95799683172649",Modesto,,,,,,,,X,simme ,1,,,,,,,,,
CLAUS NB SCENIC FS,Claus Rd & Scenic Dr,CLAU NB SCEN FS,798,24 25,"37.65805019725991, -120.92111504041794",Modesto,,,X,MESH,560,,,X ,MESH,1,,Y,4,Y ,4,Y,4,R2,
BART DUBLIN STATION,BART Dublin Station,BART DUBLIN STA,802,,"37.70291902468501, -121.8976694588815",Dublin,,,,,,,,,,,,,,,,,,,
ACE LATHROP STATION,ACE Lathrop Station,ACE LATHR STAT,803,70,"37.7974019363846, -121.26473379815452",Lathrop,,,,,,,,,,,,,,,,,,,
MALL PARKnRIDE,Mall Park & Ride,MALL PKnRD,805,,"37.68841490070119, -121.05801779793838",Modesto,,,,,,,,,,,,,,,,,,,
ALTAMONT PASS,Altamont Pass(No Passengers),ALTAMONT PASS,806,90,"37.721521061346316, -121.65561362529056",Timepoint,,,,,,,,,,,,,,,,,,,
SEQUOIA SB SHEARER NS,Sequoia St & Shearer Ave,SEQU SB SHEA NS,814,48,"37.70416439637233, -121.08563851706313",Salida,,,,,,,,,,1,,,,,,,,,
PIRRONE EB GREGORI HIGH NS,Gregori HS - Pirrone Rd,PIRR EB GREG NS,821,48,"37.71844280793594, -121.06208394789775",Modesto,,,,,,,,,,,,,,,,,,,
PIRRONE WB GREGORI HIGH NS,Gregori HS - Pirrone Rd,PIRR WB GREG NS,822,48,"37.71862526707415, -121.06014190481898",Modesto,,,X,MESH,666,,,X,COA,1,,,,,,,,,
PIRRONE WB STODDARD NS,Gregori HS - Pirrone Rd & Stoddard Rd,PIRR WB STOD NS,823,48,"37.71855790549933, -121.06720456449892",Modesto,,,,,,,,X,COA,1,,,,,,,,,
DALE NB GREWAL FS,Kaiser Hospital Northbound - Dale Rd,DALE NB GREW FS,824,48,"37.70631744775532, -121.04987225672414",Modesto,,x,x,Tolar Sunset 12,,X,Shelter,X (2),COA Tolar,1,Kaiser  ,Y,,,,,,10-2023 Shelter Installed,
KIERNAN EB NUTCRACKER FS,Kiernan Ave & Nutcracker Ln,KIER EB NUTC FS,828,48,"37.71089894804113, -121.07204001440662",Salida,,,,,,,,,,1,,,,,,,,,
DALE NB PELANDALE FS,Dale Rd & Pelandale Ave,DALE NB PELA FS,829,48,INACTIVE,Modesto,,,,,,,,X ,COA,1,,,,,,,,,
MCHENRY SB CORALWOOD X,McHenry Ave & Coralwood Rd,MCH SB CORA X,833,23,"37.69747023690231, -120.99459002897785",Modesto,,,,,,X,LG,X,COA,1,Regal Theater,Y,4,N/A,N/A,N/A,N/A,"R0, Existing bench & trash can",
CALIFORNIA EB MARTIN LUTHER KING NS,California Ave & Martin Luther King Dr,CALI EB MLK NS,860,33,"37.631389334491146, -121.01227321775534",Modesto,,,,,,,,X,simme,1,,,,,,,,,
OAKDALE SB MORNINGSIDE X,VA Clinic - Oakdale Rd & Morningside Dr,OAK SB MORN X,867,37,"37.66042351712719, -120.95760175452999",Modesto,,,,,,,,X,COA,1,VA CLINIC ,Y,4,Y,4,Y,N/A,"R0, Existing bench",
ROSELLE NB MERLE FS,Roselle Ave & Merle Ave,RSLL NB MERL FS,869,24 37,"37.67143371336828, -120.9394984869573",Modesto,,,,,,,,x,Simme,1,,,,,,,,,
D EB 10TH NS,D St & 10th St,D EB 10TH NS,882,38 50,"37.63458709465107, -120.99347289698233",Modesto,,,,,,,,,,1,,,,,,,,,
ROSELLE NB BELHARBOUR FS,Roselle Ave & Belharbour Dr,RSLL NB BELH FS,884,24 37,"37.67521716324664, -120.93940288898841",Modesto,,,,,,,,,,1,,,,,,,,,
ROSELLE NB FLOYD FS,Roselle Ave & Floyd Ave,RSLL NB FLOY FS,885,24,"37.67883239739551, -120.93948270722562",Modesto,,,,,,,,,,1,,,,,,,,,
ROSELLE NB KODIAK FS,Roselle Ave & Kodiak Dr,RSLL NB KODI FS,886,24,"37.68279399618868, -120.93955131216836",Modesto,,,,,,,,,,1,,,,,,,,,
ROSELLE SB SYLVAN FS,Roselle Ave & Sylvan Ave,RSLL SB SYLV FS,888,24,"37.688409203909856, -120.93993991287505",Modesto,,,,,,,,x,Simme,1,,,,,,,,,
ROSELLE SB KODIAK FS,Roselle Ave & Kodiak Dr,RSLL SB KODI FS,889,24,"37.680534757102315, -120.93985155771004",Modesto,,,,,,,,,,1,,,,,,,,,
ROSELLE SB FLOYD FS,Roselle Ave & Floyd Ave,RSLL SB FLOY FS,890,24 37,"37.67689381410839, -120.93975319947205",Modesto,,,,,,,,X,Simme,1,,,,,,,,,
ROSELLE SB BELHARBOUR NS,Roselle Ave & Belharbour Dr,RSLL SB BELH NS,891,24 37,"37.67509966088662, -120.93972569430969",Modesto,,,,,,,,x,simme,1,,,,,,,,,
PELANDALE WB DALE FS,Pelandale Ave & Dale Rd,PELA WB DALE FS,892,31,"37.7003513522857, -121.05178867426447",Modesto,,,,,,,,X,SIMME,1,PROPOSED AT WALGREENS  ,,,,,,,,
PELANDALE WB CHAPMAN FS,Pelandale Ave & Chapman Rd,PELA WB CHAP FS,893,31,"37.70024232784596, -121.06447971978156",Modesto,,,,,,,,X,SIMME,1,PROPOSED AT  PIER 1  ,,,,,,,,
SISK SB PELANDALE FS,Sisk Rd & Pelandale Ave,SISK SB PELA FS,894,31,"37.69888477836726, -121.0691988897211",Modesto,,,,,,,,x,Simme,1,AT CARLS JR. ,,,,,,,,
PELANDALE EB DALE NS,Pelandale Ave & Dale Rd,PELA EB DALE NS,899,31,"37.7002088693445, -121.05199314461495",Modesto,,,,,,,,X,SIMME,1,,Y,?,Y,?,Y,?,New stop,
KIERNAN WB SISK FS,Kiernan Ave & Sisk Rd,KIER WB SISK FS,900,48,"37.71106927736635, -121.07796952968316",Salida,,,,,,,,X,COA,1,,,,,,,,,
BROADWAY WB ELM FS,Broadway Ave & Elm St,BROA WB ELM FS,901,48,"37.70699085331715, -121.08384971601735",Salida,,,,,,,,,,1,,,,,,,,,
ROSELLE SB HILLGLEN FS,Roselle Ave & Hillglen Ave,RSLL SB HILL FS,902,24,"37.684870213696655, -120.9398738399355",Modesto,,,,,,,,,,1,,,,,,,,,
PELANDALE WB CHAPMAN NS,Pelandale Ave & Chapman Rd,PELA WB CHAP NS,904,31,"37.700316949428675, -121.0606848684653",Modesto,,,,,,,,,,1,,,,,,,,,
MANTECA TC,Manteca Transit Center,MANTECA TC,905,80,,Manteca,,,,,,,,,,,,,,,,,,,
STOCKTON TRANSIT CENTER,Stockton Transit Center,STOCKTON TC,906,80,,Stockton,,,,,,,,,,,,,,,,,,,
HATCH EB RICHLAND FS,Hatch Rd & Richland Ave,HATC EB RICH FS,907,29 29T 47,"37.609123106457716, -120.96513349418711",Ceres,,X,X,,610,X,,,,1,former CAT Route,,,,,,,,
HATCH EB STONUM FS,Hatch Rd & Stonum Rd ,HATC EB STON FS,908,47,"37.6091210784488, -120.95980423261823",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
MOFFETT NB HATCH NS,Moffett Rd & Hatch Rd,MOFF NB HATC NS,909,47,"37.60884775632707, -120.94782212939032",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
MITCHELL SB ALPHONSE NS,Mitchell Rd & Alphonse Dr,MITC SB ALPH NS,910,47,"37.60809297724496, -120.93889266389911",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
MITCHELL SB AUTOZONE FS,Mitchell Rd & Autozone,MITC SB AUTO FS,911,47,"37.60463460634396, -120.9388381268796",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
MITCHELL SB FOWLER FS,Mitchell Rd & Fowler Rd,MITC SB FOWL FS,912,47,"37.6018649214864, -120.93888223193906",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
MITCHELL SB GARRISON NS,Mitchell Rd & Garrison St,MITC SB GARR NS,913,47,"37.59865315188492, -120.93882801651347",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
6TH SB MAGNOLIA FS,6th St & Magnolia St,6TH SB MAGN FS,917,,"37.59301022597182, -120.95111368638867",Ceres,,X,,,,X,,,,1,former CAT Route,,,,,,,,
PARK WB 6TH FS,Park St & 6th St,PARK WB 6TH FS,918,42,"37.58865508450139, -120.95142361240956",Modesto,,,,,,,,,,1,,,,,,,,,
WESTGATE EB CHANCELLOR X,Westgate Rd & Chancellor Way,WEST EB CHAN X,919,24,"37.71810020629822, -120.9544954921687",Riverbank,,,,,,,,,,,,,,,,,,,
SQUIRE WELLS SB CLARIBEL NS,Squire Wells Way & Claribel Rd,SQUI SB CLAR NS,920,24,"37.71299601528273, -120.9516797855595",Riverbank,,,,,,,,x,Simme,,,,,,,,,,
BLAKER SB HACKETT FS,Blaker Rd & Hackett Rd,BLAK SB HACK FS,921,42,"37.58729381725346, -120.96610317020854",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
BLAKER SB SUNGATE NS,Blaker Rd & Sungate Dr,BLAK SB SUNG NS,922,42,"37.58459648973093, -120.96610964612259",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
