Stop Name,Internet Label,Avail Label,Stop Number,Routes Served,GPS,City,StaRT Stop ID,Solar Light,Shelter,Shelter Type,Asset Number2,Garbage Can,Garbage Can Type,Bench,Bench Type,Frames Needed,Landmark/Notes,Shelter Possible (Y/N),Priority,Trash Can Possible (Y/N),Priority2,Bench Possible w/o shelter (Y/N),Priority3,Notes,Column1
RUMBLE EB TULLY FS,Rumble Rd & Tully Rd,RUMB EB TULL FS,404,37,"37.682023878582235, -121.01198777972307",Modesto,,,X,MESH,661,,LG,X,MESH,1,,Y,2,Y,2,Y,2,"R10, Needs concrete work, school",
RUMBLE EB COLLEGE NS,Rumble Rd & College Ave,RUMB EB COLL NS,405,37,"37.68192008128735, -121.00449765918128",Modesto,,,,,,,,X,COA,1,DAVIS PARK ,Y,4,Y,N/A,Y,N/A,"R3, Needs concrete work, existing trash can & bench",
RUMBLE EB SHERWOOD FS,Rumble Rd & Sherwood Ave,RUMB EB SHER FS,406,37,"37.68179499459397, -120.99800903831265",Modesto,,,,,,,,,,1,,Y,4,Y,4,Y,4,"R1, needs concrete work",
OAKDALE SB SYLVAN FS,Oakdale Rd & Sylvan Ave,OAK SB SYLV FS,409,60,"37.68826156393778, -120.9580423373766",Modesto,,,X,MESH,573,X,LG,X,COA,1,RECYCLE BIN,,,,,,,,
OAKDALE SB LANCEY FS,Oakdale Rd & Lancey Dr,OAK SB LANC FS,412,37,"37.66909413870486, -120.95769869950892",Modesto,,X,X,Tolar Sunset 8,,X,Shelter LG,X (2),Tolar COA,1,,Y,3,Y,N/A,Y,N/A,"R9, Concrete work needed, existing bench & trash can",
OAKDALE SB ORANGEBURG FS,Oakdale Rd & Orangeburg Ave,OAK SB ORAN FS,413,37,"37.663043885204644, -120.95765431502056",Modesto,,,X,MESH,574,X,LG,X,"COA, MESH",1,,Y,1,Y,N/A,Y,N/A,Shelter hit by vehicle 3-2024 damaged beyond repair,
OAKDALE SB WYLIE FS,Oakdale Rd & Wylie Dr,OAK SB WYLI FS,414,37,"37.65782024867071, -120.95760044002267",Modesto,,,,,,X,LG,X ,COA,1,,Y,2,Y,2,Y,N/A,"R11, Existing bench",
OAKDALE SB SCENIC NS,Oakdale Rd & Scenic Dr,OAK SB SCEN NS,415,37,"37.65524284855867, -120.95759459491605",Modesto,,X,X,Tolar Sunset 8,,X,Shelter LG,X (2),Tolar COA,1,RECYCLE BIN    MCDONALDS   ,,,,,,,,
CROWS LANDING SB SCHOOL FS,Crows Landing Rd & School Ave,CROW SB SCH FS,420,40 42,"37.6114239989845, -120.99379889526254",Modesto,,,,,,X,LG,,,1,Shelter damaged - removed 2/28,,,,,,,,
CROWS LANDING SB HATCH FS,Crows Landing Rd & Hatch Rd,CROW SB HATC FS,421,40,"37.60900597058047, -120.9937381141242",Modesto,,,,,,,,,,1,,N,N/A,N,N/A,Y,"3, Simme","R5, No room",
CROWS LANDING SB AMADOR FS,Crows Landing Rd & Amador Ave,CROW SB AMAD FS,422,40,"37.60739709720415, -120.99365265967727",Modesto,,,,,,,,,,1,,N,N/A,N,N/A,Y,"3, Simme","R5, No room",
CROWS LANDING SB BUTTE COLUSA MB,Crows Landing Rd between Butte Ave & Colusa Ave,CROW SB COLU NS,423,40,"37.60453293175098, -120.99367899381738",Modesto,35,,X,MESH,636,X,,X ,MESH,1,former StaRT (County Shelter),,,,,,,,
CROWS LANDING SB IMPERIAL FS,Crows Landing Rd & Imperial Ave,CROW SB IMPE FS,424,40 42,"37.601290769621755, -120.9936880365181",Modesto,,,,,,X,LG,,,1,,Y,3,Y,3,Y,3,R8,
CROWS LANDING SB ALGEN FS,Crows Landing Rd & Algen Ave,CROW SB ALGE FS,425,40 42,"37.59864806887524, -120.99367725731064",Modesto,,X,X,Tolar Sunset 8,,X,Shelter,X (2),Tolar COA,1,,Y,4,Y,4,Y,N/A,"R3, Existing bench, needs concrete work Sign and Telespar stolen 10-11-2023",
CROWS LANDING SB WHITMORE NS,Crows Landing Rd & Whitmore Ave,CROW SB WHIT NS,426,40 42,"37.59520071105458, -120.99369814733483",Ceres,,,,,,,,,,1,,Y,4,Y,4,Y,4,R4,
CROWS LANDING SB HACKETT NS,Crows Landing Rd & Hackett Rd,CROW SB HACK NS,427,40 42,"37.590015788909476, -120.99379373115528",Ceres,,,,,,,,X,COA,1,,Y,4,Y,4,Y,4,R1,
CSA MAIN,Community Services Agency,CSA MAIN,429,40 42,"37.587745255509546, -120.99186165584645",Ceres,36,,X,VERY LG,Non-Asset,,,X(2),COA,1,former StaRT,,,,,,,,
WHITMORE WB CROWS LANDING FS,Whitmore Ave & Crows Landing Rd,WHIT WB CROW FS,430,42,"37.594993114436384, -120.99400689567986",Modesto,,,X,,602,X,LG,X,SHELTER,1,JOHN DEERE  ,Y,1,Y,N/A,Y,1,R125,
WHITMORE WB TREVOSE FS,Whitmore Ave & Trevose Dr,WHIT WB TREV FS,431,42,,Modesto,,,X ,MESH,603,,,X,SHELTER,1,,,,,,,,,
GLENN EB USTICK FS,Glenn Ave & Ustick Rd,GLEN EB USTI FS,439,42,"37.60164759851087, -121.0113851954204",Modesto,,,,,,,,,,1,,N,N/A,N,N/A,N,N/A,"R30, Residential",
GLENN EB FRAZIER FS,Glenn Ave & Frazier St,GLEN EB FRAZ FS,440,42,"37.60171123321124, -121.00593601642163",Modesto,,,,,,,,,,1,,N,N/A,N,N/A,N,N/A,"R18, Residential",
GLENN EB DALLAS NS,Glenn Ave & Dallas St,GLEN EB DALL NS,441,42,"37.60217848267188, -121.00158786612108",Modesto,,,,,,X,LG,X,COA,1,,N,N/A,Y,N/A,Y,N/A,"R25, Residential, existing bench & trash can",
DALLAS NB BUTTE NS,Dallas St & Butte Ave,DALL NB BUTE NS,442,42,"37.60544297757457, -121.00128739163519",Modesto,,,X ,MESH,604,X,LG,X,SHELTER,1,,,,,,,,,
HATCH EB CASCADE CANAL MB,Hatch Rd & Cascade Ave,HATC EB CASC FS,444,42 47,"37.60940417230903, -120.99708123146554",Modesto,,,,,,,,,,1,,N,N/A,N,N/A,N,N/A,"R2, ROW Issues - Canal",
HATCH EB CROWS LANDING FS,Hatch Rd & Crows Landing Rd,HATC EB CROW FS,445,47,"37.60933716868698, -120.99308654202514",Modesto,,,X ,MESH,606,X,LG,X(2),"COA,SHELTER",1,,,,,,,,,
HATCH EB JIM WAY NS,Hatch Rd & Jim Way,HATC EB JIM NS,446,47,"37.60936203704988, -120.98558612019485",Modesto,,X,,,,,,X,simme single,1,SLAB ,N,N/A,N,N/A,N,N/A,"R26, Residential",
HATCH EB CHURCH FS,Hatch Rd & Church Ln,HATC EB CHUR FS,447,47,"37.60930450037313, -120.98133391496673",Modesto,,,X ,MESH,607,X,LG,X,MESH,1,,,,,,,,,
11TH NB K FS,11th St & K St,11TH NB K FS,449,30,"37.642439141400565, -121.00070441477398",Modesto,,X,X,Tolar Sunset 8,,X,Shelter,X,Toalr COA,1,,Y,3,Y,3,Y,N/A,"R5, Existing bench",
11TH NB M NS,11th & M St,11TH NB M NS,450,30,"37.644079127435994, -121.00269995185678",Modesto,,,,,,,,X ,COA,1,,Y,4,Y,4,Y,N/A,"R5, Existing bench",
11TH NB N X,11th St & N St,11TH NB N X,451,30,"37.64512826126437, -121.00390699437753",Modesto,,,,,,,,,,1,,Y,4,Y,4,Y,4,R2,
NEEDHAM WB COLLEGE NS,Needham St & College Ave,NEED WB COLL NS,452,30,"37.64596411390261, -121.00623971488476",Modesto,,,,,,X,LG,X ,COA,1,,N,N/A,N,N/A,N,N/A,"R12, No Room, possible Simme Seat",
COLLEGE NB STODDARD NS,College Ave & Stoddard Ave,COLL NB STOD NS,453,30,"37.64931727425488, -121.00730383359374",Modesto,,,,,,,,X ,COA,1,,,,,,,,,
COLLEGE NB COLDWELL FS,College Ave & Coldwell Ave,COLL NB COLD FS,454,30 60,"37.65335600873092, -121.00737824139053",Modesto,73,X,X,MESH,684,X,"SM, POLE",X ,SHELTER,1,former StaRT,,,,,,,,
ROSEBURG WB COLLEGE FS,Roseburg Ave & College Ave,ROSB WB COLL FS,455,30,"37.66036743157153, -121.00830077960832",Modesto,,,,,,,,X,simme,1,,,,,,,,,
ROSEBURG WB TULLY FS,Roseburg Ave & Tully Rd,ROSB WB TULL FS,456,30,"37.66046070099742, -121.01260201194277",Modesto,,X,X,Tolar Sunset 8,,X,Shelter,X,Tolar,1,,,,,,,,,
ROSEBURG WB DEL VALE NS,Roseburg Ave & Del Vale Ave,ROSB WB DELV NS,457,30 48,"37.66053156574642, -121.0191909286331",Modesto,,,,,,,,X,simme,1,,,,,,,,,
ROSEBURG WB CARVER NS,Roseburg Ave & Carver Rd,ROSB WB CARV NS,458,30 48,"37.660538822528295, -121.0216008208854",Modesto,,,,,,X,LG,X,simme,1,,,,,,,,,
CARVER NB CLAYTON NS,Carver Rd & Clayton Ave,CARV NB CLAY NS,459,30,"37.66211736188188, -121.02190107920629",Modesto,,,,,,,,,,1,,,,,,,,,
CARVER NB ORANGEBURG FS,Carver Rd & Orangeburg Ave,CARV NB ORAN FS,460,30,"37.66467188957437, -121.02198384062025",Modesto,,,,,,,,,,1,,,,,,,,,
CARVER NB BARKWOOD FS,Carver Rd & Barkwood Dr,CARV NB BARK FS,461,30,"37.669318669414295, -121.02199699959802",Modesto,,,,,,,,x,Simme,1,,,,,,,,,
CARVER NB GULFSTREAM FS,Carver Rd & Gulfstream Dr,CARV NB GULF FS,462,30,"37.67242455565498, -121.02205992038174",Modesto,,,,,,,,x,Simme,1,,,,,,,,,
CARVER NB SCOTT X,Carver Rd & Scott Ave,CARV NB SCOT X,463,30,"37.67450100780613, -121.02210621255202",Modesto,,,,,,,,,,1,,,,,,,,,
MT VERNON WB QUEENAIRE NS,Mt Vernon Dr & Queenaire Ln,MT V WB QUEE NS,464,30,"37.67677715366469, -121.02288459861401",Modesto,,,,,,,,X,simme ,1,,,,,,,,,
MT VERNON WB DEBONAIRE FS,Mt Vernon Dr & Debonaire Dr,MT V WB DEBO FS,465,30,"37.67609093046988, -121.02639916802806",Modesto,,,,,,,,,,1,,,,,,,,,
MT VERNON WB GIRARD X,Mt Vernon Dr & Girard Ave,MT V WB GIRA X,466,30,"37.67441276270436, -121.02841153218118",Modesto,,,,,,,,,,1,,,,,,,,,
PRESCOTT NB MT VERNON FS,Prescott Rd & Mt Vernon Dr,PRES NB MT V FS,467,30,"37.674065295907425, -121.0312122695993",Modesto,,,X,MESH,664,X,LG,,,1,,,,,,,,,
PRESCOTT NB CHRYSLER FS,Prescott Rd & Chrysler Dr,PRES NB CRYS FS,468,30,"37.678625696934546, -121.03130128753946",Modesto,,,,,,X,LG,X,COA,1,,,,,,,,,
STANDIFORD WB CONANT FS,Standiford Ave & Conant Ave,STAN WB CONA FS,469,22 30,"37.68587804061732, -121.04099865918124",Modesto,,X,X,Tolar Sunset 12,,X,SM,X (2),Tolar COA,1,,Y,3,Y,3,N/A,N/A,10-2023 Shelter Installed,
STANDIFORD WB HAHN FS,Standiford Ave & Hahn Dr,STAN WB HAHN FS,470,22 30,"37.685611823393444, -121.04544530816611",Modesto,,,,,,,,X,COA,1,,Y,4,Y,4,N/A,N/A,"R1, Existing bench",
PRESCOTT SB CHRYSLER NS,Prescott Rd & Chrysler Dr,PRES SB CRYS NS,473,30,"37.678894327361235, -121.03150000028586",Modesto,,,X,MESH,662,,,X,SHELTER,1,,,,,,,,,
PRESCOTT SB SHARON NS,Prescott Rd & Sharon Way,PRES SB SHAR NS,474,30,"37.674987815195045, -121.03137951875281",Modesto,,,,,,,,,,1,,,,,,,,,
MT VERNON EB PRESCOTT FS,Mt Vernon Dr & Prescott Rd,MT V EB PRES FS,475,30,"37.673533241841184, -121.03068548510984",Modesto,,*,X,MESH,663,X,LG CEMENT,X,MESH,1,* Solar Light was reported stolen,,,,,,,,
MT VERNON EB GIRARD FS,Mt Vernon Dr & Girard Ave,MT V EB GIRA FS,476,30,"37.67460073242233, -121.02803932660758",Modesto,,,,,,,,,,1,,,,,,,,,
MT VERNON EB DEBONAIRE FS,Mt Vernon Dr & Debonaire Dr,MT V EB DEBO FS,477,30,"37.67627832678114, -121.02587865210211",Modesto,,,,,,,,,,1,,,,,,,,,
CARVER SB MT VERNON FS,Carver Rd & Mt Vernon Dr,CARV SB MT V FS,478,30,"37.67646863804332, -121.02226984007152",Modesto,,,,,,X,LG,X,simme,1,,,,,,,,,
CARVER SB SCOTT NS,Carver Rd & Scott Ave,CARV SB SCOT NS,479,30,"37.67479158261008, -121.02224692394373",Modesto,,,,,,,,,,1,,,,,,,,,
CARVER SB GULFSTREAM FS,Carver Rd & Gulfstream Dr,CARV SB GULF FS,480,30,"37.672046952782246, -121.02220280114496",Modesto,,,,,,,,,,1,,,,,,,,,
CARVER SB JOANN FS,Carver Rd & Joann Ave,CARV SB JOAN FS,481,30,"37.670412087077935, -121.02217403870951",Modesto,,,,,,,,,,1,,,,,,,,,
CARVER SB EVERGREEN FS,Carver Rd & Evergreen Ave,CARV SB EVER FS,482,30,"37.66754210005941, -121.0221879469133",Modesto,,,,,,,,X,simme,1,,,,,,,,,
CARVER SB PEARL FS,Carver Rd & Pearl St,CARV SB PEAR FS,483,30,"37.665811121456706, -121.02208275243606",Modesto,,,,,,,,,,1,,,,,,,,,
CARVER SB ORANGEBURG FS,Carver Rd & Orangeburg Ave,CARV SB ORAN FS,484,30,"37.663659459120616, -121.0220763854391",Modesto,,,,,,,,,,1,,,,,,,,,
CARVER SB BARBARA WAY NS,Carver Rd & Barbara Way,CARV SB BARB NS,485,30,"37.66144185131836, -121.02205719879875",Modesto,,,,,,,,,,1,,,,,,,,,
ROSEBURG EB CARVER FS,Roseburg Ave & Carver Rd,ROSB EB CARV FS,486,30 48,"37.660431357182524, -121.02092011685433",Modesto,,,,,,X,LG,X,COA,1,,,,,,,,Had Tolar Sunset was hit by a bus,
ROSEBURG EB KEARNEY NS,Roseburg Ave & Kearney Ave,ROSB EB KEAR NS,487,30 48,"37.66040530565616, -121.01691415306229",Modesto,,,,,,,,,,1,taken on 11-29-2022,,,,,,,,
ROSEBURG EB TULLY FS,Roseburg Ave & Tully Rd,ROSB EB TULL FS,488,30,"37.66033670996851, -121.01146069249704",Modesto,,,,,,,,X,simme,1,,,,,,,,,
ROSEBURG EB AMHERST FS,Roseburg Ave & Amherst Ave,ROSB EB AMHE FS,489,30,"37.6602983808855, -121.0082045377518",Modesto,,,,,,,,X,simme,1,,,,,,,,,
COLLEGE SB PRINCETON NS,College Ave & Princeton Ave,COLL SB PRIN NS,490,30,"37.65575682136739, -121.00759646660065",Modesto,,,,,,,,x,Simme,1,,,,,,,,,
COLLEGE SB COLDWELL FS,College Ave & Coldwell Ave,COLL SB COLD FS,492,30,"37.651938570121, -121.00760969990597",Modesto,34,,X (2),MESH,685686,X,LG CEMENT,X,SHELTER,1,"former StaRT, RECYCLE BIN     MJC   ",,,,,,,,
COLLEGE SB NEEDHAM NS,College Ave & Needham St,COLL SB NEED NS,493,30,"37.646846859038426, -121.00675819320524",Modesto,,,,,,X,LG,,,1,,,,,,,,,
10TH SB N FS,10th St & N St,10TH SB N FS,494,30,"37.64414083015356, -121.00470962392562",Modesto,,,,,,,,X,COA,1,,,,,,,,,
10TH SB L NS,10th St & L St,10TH SB L NS,495,30,"37.64257203720299, -121.00280428401847",Modesto,,,,,,,,,,1,,,,,,,,,
9TH NB K FS,9th St & K St,9TH NB K FS,496, 31 33 48,"37.64123854559516, -121.00282476162283",Modesto,,,,,,,,X,COA,1,DOUBLE TREE    ,Y,3,Y,3,Y,N/A,"R8, Concrete work needed",
9TH NB O FS,9th St & O St,9TH NB O FS,497, 31 33 48,"37.644793115516876, -121.00710461056343",Modesto,,,,,,,,,,1,,Y,4,Y,4,Y,4,R4,
9TH NB CAMPUS WAY NS,9th St & Campus Way,9TH NB CAMP NS,498, 31 33 48,"37.64702282992471, -121.01061082865144",Modesto,,,,,,,,,,1,,Y,3,Y,3,Y,3,"R6, Needs concrete work",
TULLY NB STODDARD COLDWELL MB,MJC - Tully Rd between Stoddard Ave & Coldwell Ave,TULL NB STOD FS,499,31,"37.65135688745935, -121.01190660767871",Modesto,13,,X,MESH,633,X,LG,X,MESH,1,"former StaRT, RECYCLE BIN     MJC   ",,,,,,,,
TULLY NB YALE NS,Tully Rd & Yale Ave,TULL NB YALE NS,500,31,"37.65405307285778, -121.01190320471547",Modesto,,,,,,,,X,SIMME,1,,,,,,,,,
TULLY NB FORDHAM FS,Tully Rd & Fordham Ave,TULL NB FORD FS,501,31,"37.65729949263701, -121.01193312047872",Modesto,,,,,,,,,,1,,,,,,,,,
TULLY NB ROSEBURG FS,Tully Rd & Roseburg Ave,TULL NB ROSB FS,502,31,"37.66066938149079, -121.01200134139046",Modesto,,,,,,,LG,X (2),COA MESH,1,,,,,,,,,
TULLY NB ORANGEBURG NS,Tully Rd & Orangeburg Ave,TULL NB ORAN NS,503,31,,Modesto,,,,,,,,,,1,FREMONT SCHOOL ,,,,,,,,
TULLY NB PEARL NS,Tully Rd & Pearl St,TULL NB PEAR NS,504,31,"37.6656997609295, -121.01210459724375",Modesto,,,,,,,,X,SIMME  ,1,,,,,,,,,
TULLY NB GRANGER FS,Tully Rd & Granger Ave,TULL NB GRAN FS,505,31,"37.66798405348303, -121.01210268249503",Modesto,,,,,,,,X,COA,1,,,,,,,,,
TULLY NB BISPO NS,Tully Rd & Bispo Dr,TULL NB BISP NS,506,31,"37.67232330003714, -121.01220470699391",Modesto,,,,,,,,,,1,,,,,,,,,
TULLY NB BOWEN NS,Tully Rd & Bowen Ave,TULL NB BOWE NS,507,31,"37.674675589991224, -121.01224279659095",Modesto,,,,,,X,"SM, POLE",X,SIMME,1,,,,,,,,,
TULLY NB MT VERNON NS,Tully Rd & Mt Vernon Dr,TULL NB MT V NS,508,31,"37.67702359998483, -121.012230029993",Modesto,,,,,,,,,,1,,,,,,,,,
TULLY NB RUMBLE NS,Davis HS - Tully Rd & Rumble Rd,TULL NB RUMB NS,509,31,"37.68140382959789, -121.01231072795002",Modesto,,,,,,,,X,COA,1,,,,,,,,,
TULLY NB WOODROW FS,Tully Rd & Woodrow Ave,TULL NB WOOD FS,510,31,"37.68610000489558, -121.01240706079334",Modesto,,,,,,,,X,COA,1,,,,,,,,,
TULLY NB STANDIFORD FS,Tully Rd & Standiford Ave,TULL NB STAN FS,511,31,"37.6897524974768, -121.01239845020338",Modesto,,,X,MESH,634,,LG,X,MESH,1,TACO BELL  ,,,,,,,,
STANDIFORD WB TULLY FS,Standiford Ave & Tully Rd,STAN WB TULL FS,512,22,"37.68943473349239, -121.01330169389277",Modesto,,,X,MESH,515,X,LG,X (2),COA MESH,1,,Y,2,Y,2,N/A,N/A,"R14, needs concrete work",
STANDIFORD WB LONGBRIDGE NS,Standiford Ave & Longbridge Dr,STAN WB LONG NS,513,22,"37.689503712673876, -121.01739731807673",Modesto,,,,,,,,,,1,,Y,4,Y,4,Y,4,"R1, needs concrete work",
STANDIFORD WB CARVER FS,Standiford Ave & Carver Rd,STAN WB CARV FS,514,22,"37.68954333484953, -121.02290210033053",Modesto,,,X,MESH,516,X,LG,X,COA,1,,Y,3,N/A,N/A,N/A,N/A,"R8, Existing bench & trash can",
STANDIFORD WB SHAWNEE FS,Standiford Ave & Shawnee Dr,STAN WB SHAW FS,515,22,"37.689581818420905, -121.02684912113516",Modesto,,,x,MESH,510,,,X,simme,1,attempted solar light theft 5/2023,Y,4,Y,4,Y,4,"R1, Needs concrete work",
STANDIFORD WB SAN CLEMENTE NS,Standiford Ave & San Clemente Ave,STAN WB SANC NS,516,22,"37.68961982365488, -121.0287018488515",Modesto,,,,,,X,LG,X,simme,1,,Y,4,N/A,N/A,N/A,N/A,"R0, Existing bench & trash can, needs concrete work",
STANDIFORD WB PRESCOTT FS,Standiford Ave & Prescott Rd,STAN WB PRES FS,517,22,"37.68982959448293, -121.03190248597461",Modesto,,X,X,Tolar Sunset 12,,X,Shelter LG,X (2),Tolar COA,1,,Y,3,Y,N/A,Y,N/A,Placed shelter 3/2023 From Sylvan EB McHenry FS/ Destroyed by vehicle 5/2/2023,
TULLY NB CLEVENGER UNION MB,Tully Rd between Clevenger Dr & Union Ave,TULL NB CLEV FS,518,31,"37.69368323210223, -121.01244375939793",Modesto,,,,,,,,,,1,,,,,,,,,
SPERRY WB WALKER RANCH FS,Sperry Rd & Walker Ranch Pkwy,SPER WB WALK FS,519,Patterson Commuter,"37.464532583197744, -121.15521530220481",Patterson,,,,,,,,x,Simme,,,,,,,,,,
CHRISMAN ROAD COMMUTER STOP,Chrisman Rd,CHRI RD COMM ST,520,,"37.641643585773146, -121.39784785765087",Tracy,,,,,,,,,,,,,,,,,,,
SPERRY EB BALDWIN FS,Sperry Rd & Baldwin Rd,SPER EB BALD FS,521,Patterson Commuter,"37.46434025143017, -121.15846631376013",Patterson,,,,,,,,,,,,,,,,,,,
DALE SB PELANDALE FS,Dale Rd & Pelandale Ave,DALE SB PELA FS,522,31 48,"37.6991806596014, -121.05015896761489",Modesto,,,,,,,,X,simme,1,,,,,,,,,
DALE SB SNYDER FS,Dale Rd & Snyder Ave,DALE SB SNYD FS,523,48,"37.69629849650696, -121.05008214613949",Modesto,,,,,,,,,,1,,,,,,,,,
DALE SB NIGHTINGALE NS,Dale Rd & Nightingale Dr,DALE SB NIGH NS,524,48,"37.69471265122377, -121.04999530641989",Modesto,,,,,,,,,,1,,,,,,,,,
STANDIFORD EB CONANT FS,Standiford Ave & Conant Ave,STAN EB CONA FS,526,22,"37.68573793649602, -121.04029629432989",Modesto,,X,X,Tolar Sunset 12,,X,SM,X (2),Tolar COA,1,,Y,3,Y,3,N/A,N/A,10-2023 Shelter Installed,
STANDIFORD EB CONANT PRESCOTT MB,Standiford Ave between Conant Ave & Prescott Rd,STAN EB CONA MB,527,22,"37.68856937186619, -121.03549259219373",Modesto,,,,,,,,X,simme,1,,Y,4,Y,4,N/A,N/A,"R3, Existing Simme Seat, needs concrete work",
STANDIFORD EB PRESCOTT FS,Standiford Ave & Prescott Rd,STAN EB PRES FS,528,22,"37.68951484421006, -121.03110824139907",Modesto,,,X,MESH,508,X,LG,X,COA,1,RECYCLE BIN,Y,1,N/A,N/A,N/A,N/A,"R25, Existing bench & trash can",
STANDIFORD EB SHAWNEE FS,Standiford Ave & Shawnee Dr,STAN EB SHAW FS,529,22,"37.68936989439151, -121.02509661938771",Modesto,,,x ,MESH,509,,,X,simme,1,Solar light stolen 5/2023,Y,4,Y,4,Y,4,"R2, needs concrete work stolen solar light 5/2023",
STANDIFORD EB CARVER FS,Standiford Ave & Carver Rd,STAN EB CARV FS,530,22,"37.68936894168733, -121.02176642153533",Modesto,,,X,MESH,511,X,LG,X,COA,1,,Y,1,N/A,N/A,N/A,N/A,"R33, Existing bench & trash can",
STANDIFORD EB LONGBRIDGE X,Standiford Ave & Longbridge Dr,STAN EB LONG X,531,22,"37.68935542529641, -121.01749943141073",Modesto,,,,,,,,,,1,,Y,3,Y,3,Y,3,"R6, Needs concrete work",
STANDIFORD EB CHANCELLOR FS,Standiford Ave & Chancellor Ave,STAN EB CHAN FS,532,22,"37.689259133209816, -121.01447219698926",Modesto,,X,X,Tolar Sunset 12,,X,Shelter LG,X (2),Tolar COA,1,,Y,4,N/A,N/A,N/A,N/A,"R4, Existing bench & trash can, needs concrete work",
DALE NB VENEMAN FS,Dale Rd & Veneman Ave,DALE NB VENE FS,533,48,"37.68972497942853, -121.04978224579826",Modesto,,,,,,,,X ,COA,1,,,,,,,,,
DALE NB VINTAGE X,Dale Rd & Vintage Dr,DALE NB VINT X,534,48,"37.69191707138518, -121.04977249571176",Modesto,,X,X,Tolar Sunset 8,,X,Shelter,X,Tolar,1,,,,,,,,,
DALE NB NIGHTINGALE X,Dale Rd & Nightingale Dr,DALE NB NIGH X,535,48,"37.69405562756455, -121.04981376405068",Modesto,,x,x,Tolar Sunset 12,,X,Shelter,X  (2),COA Tolar,1,,Y,,,,,,10-2023 Shelter Installed,
DALE NB PELANDALE NS,Dale Rd & Pelandale Ave,DALE NB PELA NS,536,31 48,"37.69852385429692, -121.0498097340071",Modesto,,,X,MESH,517,X,LG,X ,COA,1,,,,,,,,,
TULLY SB SNYDER FS,Tully Rd & Snyder Ave,TULL SB SNYD FS,539,31,"37.69782973229222, -121.01283142407146",Modesto,,,,,,,,X,SIMME,,,,,,,,,,
TULLY SB CLEVENGER UNION MB,Tully Rd between Clevenger Dr & Union Ave,TULL SB CLEV FS,540,31,"37.693356157660794, -121.01264252764499",Modesto,,,,,,,,,,1,,,,,,,,,
TULLY SB STANDIFORD FS,Tully Rd & Standiford Ave,TULL SB STAN FS,541,31,"37.68848421063466, -121.01263097340168",Modesto,,,X ,MESH,629,X,LG,X (2),"COA, SHELTER",1,RECYCLE BIN,,,,,,,,
TULLY SB WOODROW FS,Tully Rd & Woodrow Ave,TULL SB WOOD FS,542,31,"37.685405451911805, -121.01255820991052",Modesto,,,,,,,,X,Simme,1,,,,,,,,,
TULLY SB MORADA FS,Tully Rd & Morada Dr,TULL SB MORA FS,543,31,"37.683742616407486, -121.01249947061855",Modesto,,,,,,,,X,MESH,1,,,,,,,,,
TULLY SB LEVON FS,Tully Rd & Levon Ave,TULL SB LEVO FS,544,31,"37.680188551724946, -121.01250386541659",Modesto,,,X,MESH,630,X,LG,X,MESH,1,,,,,,,,,
TULLY SB MT VERNON FS,Tully Rd & Mt Vernon Dr,TULL SB MT V FS,545,31,"37.67684896851206, -121.01240036449038",Modesto,,,,,,,,x,Simme,1,,,,,,,,,
TULLY SB BOWEN FS,Tully Rd & Bowen Ave,TULL SB BOWE FS,546,31,"37.67383014990044, -121.01239607645061",Modesto,,X,X,Tolar Sunset 12,,X,Shelter LG,X (2),Tolar COA,1,,,,,,,,,
TULLY SB RONALD FS,Tully Rd & Ronald Ave,TULL SB ROND FS,547,31,"37.67168956042163, -121.01236825915672",Modesto,,,,,,,,,,1,,,,,,,,,
TULLY SB GRANGER FS,Tully Rd & Granger Ave,TULL SB GRAN FS,549,31,"37.6674622922964, -121.01226605346963",Modesto,,,,,,,,X ,COA,1,,,,,,,,,
TULLY SB ORANGEBURG NS,Tully Rd & Orangeburg Ave,TULL SB ORAN NS,550,31,"37.664602441748336, -121.01230092466506",Modesto,,,,,,,,,,1,,,,,,,,,
TULLY SB ROSEBURG FS,Tully Rd & Roseburg Ave,TULL SB ROSB FS,551,31,"37.66014949228272, -121.01220181987685",Modesto,,,x,mesh,631,,,X,COA,1,,,,,,,,,
TULLY SB FORDHAM NS,Tully Rd & Fordham Ave,TULL SB FORD NS,552,31,"37.65736865638438, -121.01219379820525",Modesto,,,,,,,,,,1,,,,,,,,,
TULLY SB PRINCETON FS,Tully Rd & Princeton Ave,TULL SB PRIN FS,553,31,"37.65568041276978, -121.01209968477228",Modesto,,,,,,,,X ,simme,1,,,,,,,,,
TULLY SB COLDWELL STODDARD MB,MJC East - Tully Rd betweeen Coldwell Ave & Stoddard Ave,TULL SB COLD MB,554,"31,33","37.650800712760095, -121.01209929064663",Modesto,,,X,MESH,632,X ,LG,X,SHELTER,1,RECYCLE BIN     MJC   ,,,,,,,,
9TH SB O NS,9th St & O St,9TH SB O NS,555,31 48,"37.64491862179697, -121.00751279913825",Modesto,,,,,,,,,,1,,,,,,,,,
SISK NB VINTAGE FS,Sisk Rd & Vintage Dr,SISK NB VINT FS,562,31,"37.691677281371625, -121.06266098200926",Modesto,,,X,MESH,522,X,LG,X,COA,1,,,,,,,,"Solar light stolen 5/2023, motion light installed 2-8-2024",
