"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"1400000US06037910201","Census Tract 9102.01, Los Angeles County, California","4063","526"
"1400000US06037910202","Census Tract 9102.02, Los Angeles County, California","5823","522"
"1400000US06037910205","Census Tract 9102.05, Los Angeles County, California","1225","207"
"1400000US06037910206","Census Tract 9102.06, Los Angeles County, California","3776","252"
"1400000US06037910207","Census Tract 9102.07, Los Angeles County, California","6033","379"
"1400000US06037910208","Census Tract 9102.08, Los Angeles County, California","6210","422"
"1400000US06037910209","Census Tract 9102.09, Los Angeles County, California","5134","370"
"1400000US06037910210","Census Tract 9102.10, Los Angeles County, California","7239","540"
"1400000US06037910301","Census Tract 9103.01, Los Angeles County, California","3874","402"
"1400000US06037910302","Census Tract 9103.02, Los Angeles County, California","5517","487"
"1400000US06037910401","Census Tract 9104.01, Los Angeles County, California","6359","416"
"1400000US06037910402","Census Tract 9104.02, Los Angeles County, California","3583","384"
"1400000US06037910403","Census Tract 9104.03, Los Angeles County, California","2278","314"
"1400000US06037910404","Census Tract 9104.04, Los Angeles County, California","4284","397"
"1400000US06037910501","Census Tract 9105.01, Los Angeles County, California","5218","554"
"1400000US06037910502","Census Tract 9105.02, Los Angeles County, California","4537","505"
"1400000US06037910504","Census Tract 9105.04, Los Angeles County, California","4254","394"
"1400000US06037910505","Census Tract 9105.05, Los Angeles County, California","3217","262"
"1400000US06037910601","Census Tract 9106.01, Los Angeles County, California","6726","609"
"1400000US06037910602","Census Tract 9106.02, Los Angeles County, California","4433","312"
"1400000US06037910603","Census Tract 9106.03, Los Angeles County, California","6928","547"
"1400000US06037910605","Census Tract 9106.05, Los Angeles County, California","4715","545"
"1400000US06037910606","Census Tract 9106.06, Los Angeles County, California","3121","266"
"1400000US06037910705","Census Tract 9107.05, Los Angeles County, California","11613","827"
"1400000US06037910706","Census Tract 9107.06, Los Angeles County, California","6301","568"
"1400000US06037910707","Census Tract 9107.07, Los Angeles County, California","5420","418"
"1400000US06037910709","Census Tract 9107.09, Los Angeles County, California","2039","266"
"1400000US06037910711","Census Tract 9107.11, Los Angeles County, California","7655","812"
"1400000US06037910712","Census Tract 9107.12, Los Angeles County, California","2904","366"
"1400000US06037910713","Census Tract 9107.13, Los Angeles County, California","5787","410"
"1400000US06037910714","Census Tract 9107.14, Los Angeles County, California","3870","324"
"1400000US06037910715","Census Tract 9107.15, Los Angeles County, California","6653","655"
"1400000US06037910716","Census Tract 9107.16, Los Angeles County, California","5770","391"
"1400000US06037910804","Census Tract 9108.04, Los Angeles County, California","2964","357"
"1400000US06037910805","Census Tract 9108.05, Los Angeles County, California","4722","477"
"1400000US06037910807","Census Tract 9108.07, Los Angeles County, California","6424","373"
"1400000US06037910808","Census Tract 9108.08, Los Angeles County, California","3445","247"
"1400000US06037910809","Census Tract 9108.09, Los Angeles County, California","2070","152"
"1400000US06037910810","Census Tract 9108.10, Los Angeles County, California","2599","247"
"1400000US06037910811","Census Tract 9108.11, Los Angeles County, California","179","118"
"1400000US06037910812","Census Tract 9108.12, Los Angeles County, California","363","111"
"1400000US06037910813","Census Tract 9108.13, Los Angeles County, California","4080","519"
"1400000US06037911001","Census Tract 9110.01, Los Angeles County, California","3926","602"
"1400000US06037920011","Census Tract 9200.11, Los Angeles County, California","172","47"
"1400000US06037920012","Census Tract 9200.12, Los Angeles County, California","1111","114"
"1400000US06037920013","Census Tract 9200.13, Los Angeles County, California","7174","444"
"1400000US06037920015","Census Tract 9200.15, Los Angeles County, California","6578","300"
"1400000US06037920016","Census Tract 9200.16, Los Angeles County, California","3563","257"
"1400000US06037920017","Census Tract 9200.17, Los Angeles County, California","4309","375"
"1400000US06037920018","Census Tract 9200.18, Los Angeles County, California","2024","105"
"1400000US06037920020","Census Tract 9200.20, Los Angeles County, California","6501","597"
"1400000US06037920023","Census Tract 9200.23, Los Angeles County, California","2615","226"
"1400000US06037920026","Census Tract 9200.26, Los Angeles County, California","386","77"
"1400000US06037920028","Census Tract 9200.28, Los Angeles County, California","7091","348"
"1400000US06037920029","Census Tract 9200.29, Los Angeles County, California","5632","398"
"1400000US06037920030","Census Tract 9200.30, Los Angeles County, California","5088","409"
"1400000US06037920031","Census Tract 9200.31, Los Angeles County, California","4343","273"
"1400000US06037920032","Census Tract 9200.32, Los Angeles County, California","3558","231"
"1400000US06037920033","Census Tract 9200.33, Los Angeles County, California","598","161"
"1400000US06037920034","Census Tract 9200.34, Los Angeles County, California","3790","404"
"1400000US06037920035","Census Tract 9200.35, Los Angeles County, California","6895","550"
"1400000US06037920036","Census Tract 9200.36, Los Angeles County, California","3145","256"
"1400000US06037920037","Census Tract 9200.37, Los Angeles County, California","10318","1105"
"1400000US06037920038","Census Tract 9200.38, Los Angeles County, California","1710","218"
"1400000US06037920039","Census Tract 9200.39, Los Angeles County, California","2191","193"
"1400000US06037920040","Census Tract 9200.40, Los Angeles County, California","3979","341"
"1400000US06037920041","Census Tract 9200.41, Los Angeles County, California","1668","227"
"1400000US06037920042","Census Tract 9200.42, Los Angeles County, California","6990","374"
"1400000US06037920043","Census Tract 9200.43, Los Angeles County, California","7130","365"
"1400000US06037920044","Census Tract 9200.44, Los Angeles County, California","2399","147"
"1400000US06037920045","Census Tract 9200.45, Los Angeles County, California","4282","230"
"1400000US06037920102","Census Tract 9201.02, Los Angeles County, California","5466","381"
"1400000US06037920104","Census Tract 9201.04, Los Angeles County, California","2933","144"
"1400000US06037920106","Census Tract 9201.06, Los Angeles County, California","3381","249"
"1400000US06037920107","Census Tract 9201.07, Los Angeles County, California","6295","375"
"1400000US06037920108","Census Tract 9201.08, Los Angeles County, California","5386","223"
"1400000US06037920109","Census Tract 9201.09, Los Angeles County, California","5696","288"
"1400000US06037920110","Census Tract 9201.10, Los Angeles County, California","3088","148"
"1400000US06037920111","Census Tract 9201.11, Los Angeles County, California","2738","206"
"1400000US06037920112","Census Tract 9201.12, Los Angeles County, California","4211","218"
"1400000US06037920114","Census Tract 9201.14, Los Angeles County, California","6518","399"
"1400000US06037920115","Census Tract 9201.15, Los Angeles County, California","3957","213"
"1400000US06037920116","Census Tract 9201.16, Los Angeles County, California","5481","373"
"1400000US06037920118","Census Tract 9201.18, Los Angeles County, California","6035","272"
"1400000US06037920119","Census Tract 9201.19, Los Angeles County, California","1974","103"
"1400000US06037920200","Census Tract 9202, Los Angeles County, California","5393","238"
"1400000US06037920303","Census Tract 9203.03, Los Angeles County, California","1608","175"
"1400000US06037920312","Census Tract 9203.12, Los Angeles County, California","5826","397"
"1400000US06037920313","Census Tract 9203.13, Los Angeles County, California","4821","428"
"1400000US06037920314","Census Tract 9203.14, Los Angeles County, California","2920","171"
"1400000US06037920322","Census Tract 9203.22, Los Angeles County, California","2854","238"
"1400000US06037920326","Census Tract 9203.26, Los Angeles County, California","6324","546"
"1400000US06037920328","Census Tract 9203.28, Los Angeles County, California","2036","141"
"1400000US06037920329","Census Tract 9203.29, Los Angeles County, California","7152","368"
"1400000US06037920330","Census Tract 9203.30, Los Angeles County, California","3225","203"
"1400000US06037920331","Census Tract 9203.31, Los Angeles County, California","3482","216"
"1400000US06037920332","Census Tract 9203.32, Los Angeles County, California","2438","199"
"1400000US06037920334","Census Tract 9203.34, Los Angeles County, California","6217","447"
"1400000US06037920336","Census Tract 9203.36, Los Angeles County, California","6881","535"
"1400000US06037920337","Census Tract 9203.37, Los Angeles County, California","6943","468"
"1400000US06037920338","Census Tract 9203.38, Los Angeles County, California","5711","352"
"1400000US06037920339","Census Tract 9203.39, Los Angeles County, California","7420","413"
"1400000US06037930101","Census Tract 9301.01, Los Angeles County, California","90","41"
"1400000US06037930200","Census Tract 9302, Los Angeles County, California","461","154"
"1400000US06037930301","Census Tract 9303.01, Los Angeles County, California","796","176"
"1400000US06037980001","Census Tract 9800.01, Los Angeles County, California","0","12"
"1400000US06037980002","Census Tract 9800.02, Los Angeles County, California","0","12"
"1400000US06037980003","Census Tract 9800.03, Los Angeles County, California","0","12"
"1400000US06037980004","Census Tract 9800.04, Los Angeles County, California","0","12"
"1400000US06037980005","Census Tract 9800.05, Los Angeles County, California","0","12"
"1400000US06037980006","Census Tract 9800.06, Los Angeles County, California","0","12"
"1400000US06037980007","Census Tract 9800.07, Los Angeles County, California","0","12"
"1400000US06037980008","Census Tract 9800.08, Los Angeles County, California","68","112"
"1400000US06037980009","Census Tract 9800.09, Los Angeles County, California","5","7"
"1400000US06037980010","Census Tract 9800.10, Los Angeles County, California","95","27"
"1400000US06037980013","Census Tract 9800.13, Los Angeles County, California","0","12"
"1400000US06037980014","Census Tract 9800.14, Los Angeles County, California","9","13"
"1400000US06037980015","Census Tract 9800.15, Los Angeles County, California","671","107"
"1400000US06037980018","Census Tract 9800.18, Los Angeles County, California","0","12"
"1400000US06037980019","Census Tract 9800.19, Los Angeles County, California","138","48"
"1400000US06037980020","Census Tract 9800.20, Los Angeles County, California","0","12"
"1400000US06037980021","Census Tract 9800.21, Los Angeles County, California","33","28"
"1400000US06037980022","Census Tract 9800.22, Los Angeles County, California","0","12"
"1400000US06037980023","Census Tract 9800.23, Los Angeles County, California","0","12"
"1400000US06037980024","Census Tract 9800.24, Los Angeles County, California","223","75"
"1400000US06037980025","Census Tract 9800.25, Los Angeles County, California","0","12"
"1400000US06037980026","Census Tract 9800.26, Los Angeles County, California","26","18"
"1400000US06037980028","Census Tract 9800.28, Los Angeles County, California","0","12"
"1400000US06037980030","Census Tract 9800.30, Los Angeles County, California","0","12"
"1400000US06037980031","Census Tract 9800.31, Los Angeles County, California","1175","178"
"1400000US06037980033","Census Tract 9800.33, Los Angeles County, California","16","23"
"1400000US06037990100","Census Tract 9901, Los Angeles County, California","0","12"
"1400000US06037990200","Census Tract 9902, Los Angeles County, California","0","12"
"1400000US06037990300","Census Tract 9903, Los Angeles County, California","0","12"
"1400000US06039000102","Census Tract 1.02, Madera County, California","4060","477"
"1400000US06039000103","Census Tract 1.03, Madera County, California","5197","753"
"1400000US06039000104","Census Tract 1.04, Madera County, California","4503","587"
"1400000US06039000106","Census Tract 1.06, Madera County, California","5692","537"
"1400000US06039000108","Census Tract 1.08, Madera County, California","6669","632"
"1400000US06039000109","Census Tract 1.09, Madera County, California","2161","253"
"1400000US06039000201","Census Tract 2.01, Madera County, California","8718","557"
"1400000US06039000202","Census Tract 2.02, Madera County, California","5738","452"
"1400000US06039000300","Census Tract 3, Madera County, California","7844","503"
"1400000US06039000400","Census Tract 4, Madera County, California","1279","201"
"1400000US06039000502","Census Tract 5.02, Madera County, California","12934","1274"
"1400000US06039000503","Census Tract 5.03, Madera County, California","9292","913"
"1400000US06039000506","Census Tract 5.06, Madera County, California","6471","559"
"1400000US06039000507","Census Tract 5.07, Madera County, California","10535","1162"
"1400000US06039000508","Census Tract 5.08, Madera County, California","7591","536"
"1400000US06039000509","Census Tract 5.09, Madera County, California","6374","409"
"1400000US06039000602","Census Tract 6.02, Madera County, California","4296","481"
"1400000US06039000603","Census Tract 6.03, Madera County, California","5963","400"
"1400000US06039000604","Census Tract 6.04, Madera County, California","5485","463"
"1400000US06039000700","Census Tract 7, Madera County, California","11600","881"
"1400000US06039000800","Census Tract 8, Madera County, California","6793","756"
"1400000US06039000900","Census Tract 9, Madera County, California","11006","1014"
"1400000US06039001000","Census Tract 10, Madera County, California","5232","598"
"1400000US06041101100","Census Tract 1011, Marin County, California","2677","213"
"1400000US06041101200","Census Tract 1012, Marin County, California","3015","221"
"1400000US06041102100","Census Tract 1021, Marin County, California","2421","164"
"1400000US06041102202","Census Tract 1022.02, Marin County, California","6142","418"
"1400000US06041102203","Census Tract 1022.03, Marin County, California","5761","368"
"1400000US06041103100","Census Tract 1031, Marin County, California","7887","511"
"1400000US06041103200","Census Tract 1032, Marin County, California","7290","448"
"1400000US06041104101","Census Tract 1041.01, Marin County, California","8039","657"
"1400000US06041104102","Census Tract 1041.02, Marin County, California","5760","400"
"1400000US06041104200","Census Tract 1042, Marin County, California","5894","553"
"1400000US06041104300","Census Tract 1043, Marin County, California","1653","144"
"1400000US06041105000","Census Tract 1050, Marin County, California","7077","538"
"1400000US06041106001","Census Tract 1060.01, Marin County, California","4582","378"
"1400000US06041106002","Census Tract 1060.02, Marin County, California","5598","450"
"1400000US06041107000","Census Tract 1070, Marin County, California","6803","447"
"1400000US06041108100","Census Tract 1081, Marin County, California","6543","349"
"1400000US06041108200","Census Tract 1082, Marin County, California","6901","591"
"1400000US06041109001","Census Tract 1090.01, Marin County, California","4280","271"
"1400000US06041109002","Census Tract 1090.02, Marin County, California","3851","232"
"1400000US06041110100","Census Tract 1101, Marin County, California","5903","600"
"1400000US06041110200","Census Tract 1102, Marin County, California","5016","291"
"1400000US06041111000","Census Tract 1110, Marin County, California","5204","457"
"1400000US06041112100","Census Tract 1121, Marin County, California","4512","398"
"1400000US06041112201","Census Tract 1122.01, Marin County, California","8175","659"
"1400000US06041112202","Census Tract 1122.02, Marin County, California","4771","639"
"1400000US06041113000","Census Tract 1130, Marin County, California","3371","468"
"1400000US06041114100","Census Tract 1141, Marin County, California","5206","264"
"1400000US06041114200","Census Tract 1142, Marin County, California","3242","302"
"1400000US06041115000","Census Tract 1150, Marin County, California","7528","322"
"1400000US06041116000","Census Tract 1160, Marin County, California","3154","173"
"1400000US06041117000","Census Tract 1170, Marin County, California","4212","248"
"1400000US06041118100","Census Tract 1181, Marin County, California","2290","254"
"1400000US06041119100","Census Tract 1191, Marin County, California","4983","340"
"1400000US06041119201","Census Tract 1192.01, Marin County, California","3601","261"
"1400000US06041119202","Census Tract 1192.02, Marin County, California","3546","253"
"1400000US06041120000","Census Tract 1200, Marin County, California","5857","290"
"1400000US06041121100","Census Tract 1211, Marin County, California","5453","326"
"1400000US06041121200","Census Tract 1212, Marin County, California","6414","413"
"1400000US06041122000","Census Tract 1220, Marin County, California","2649","425"
"1400000US06041123000","Census Tract 1230, Marin County, California","2124","165"
"1400000US06041124100","Census Tract 1241, Marin County, California","5889","407"
"1400000US06041124200","Census Tract 1242, Marin County, California","5716","406"
"1400000US06041125000","Census Tract 1250, Marin County, California","4177","242"
"1400000US06041126100","Census Tract 1261, Marin County, California","6195","317"
"1400000US06041126200","Census Tract 1262, Marin County, California","4224","282"
"1400000US06041127000","Census Tract 1270, Marin County, California","4583","355"
"1400000US06041128100","Census Tract 1281, Marin County, California","6911","404"
"1400000US06041128200","Census Tract 1282, Marin County, California","4957","266"
"1400000US06041129000","Census Tract 1290, Marin County, California","2939","282"
"1400000US06041130201","Census Tract 1302.01, Marin County, California","3232","225"
"1400000US06041130202","Census Tract 1302.02, Marin County, California","4377","288"
"1400000US06041131100","Census Tract 1311, Marin County, California","1234","181"
"1400000US06041132100","Census Tract 1321, Marin County, California","1825","306"
"1400000US06041132200","Census Tract 1322, Marin County, California","1641","238"
"1400000US06041133000","Census Tract 1330, Marin County, California","2658","328"
"1400000US06041990100","Census Tract 9901, Marin County, California","0","12"
"1400000US06043000101","Census Tract 1.01, Mariposa County, California","3883","373"
"1400000US06043000102","Census Tract 1.02, Mariposa County, California","2576","265"
"1400000US06043000200","Census Tract 2, Mariposa County, California","2857","404"
"1400000US06043000301","Census Tract 3.01, Mariposa County, California","3771","394"
"1400000US06043000302","Census Tract 3.02, Mariposa County, California","2631","299"
"1400000US06043000400","Census Tract 4, Mariposa County, California","1702","376"
"1400000US06045010100","Census Tract 101, Mendocino County, California","2674","330"
"1400000US06045010200","Census Tract 102, Mendocino County, California","3542","438"
"1400000US06045010300","Census Tract 103, Mendocino County, California","4115","503"
"1400000US06045010400","Census Tract 104, Mendocino County, California","3276","305"
"1400000US06045010500","Census Tract 105, Mendocino County, California","4687","308"
"1400000US06045010600","Census Tract 106, Mendocino County, California","6346","648"
"1400000US06045010700","Census Tract 107, Mendocino County, California","6344","520"
"1400000US06045010801","Census Tract 108.01, Mendocino County, California","5322","584"
"1400000US06045010802","Census Tract 108.02, Mendocino County, California","1869","267"
"1400000US06045010900","Census Tract 109, Mendocino County, California","4989","467"
"1400000US06045011001","Census Tract 110.01, Mendocino County, California","2210","294"
"1400000US06045011002","Census Tract 110.02, Mendocino County, California","6135","523"
"1400000US06045011102","Census Tract 111.02, Mendocino County, California","4188","399"
"1400000US06045011200","Census Tract 112, Mendocino County, California","3023","345"
"1400000US06045011300","Census Tract 113, Mendocino County, California","5673","798"
"1400000US06045011400","Census Tract 114, Mendocino County, California","4556","347"
"1400000US06045011500","Census Tract 115, Mendocino County, California","6639","536"
"1400000US06045011600","Census Tract 116, Mendocino County, California","5488","540"
"1400000US06045011700","Census Tract 117, Mendocino County, California","4097","452"
"1400000US06045011800","Census Tract 118, Mendocino County, California","2051","323"
"1400000US06045990100","Census Tract 9901, Mendocino County, California","0","12"
"1400000US06047000201","Census Tract 2.01, Merced County, California","3918","331"
"1400000US06047000202","Census Tract 2.02, Merced County, California","1889","197"
"1400000US06047000203","Census Tract 2.03, Merced County, California","10533","894"
"1400000US06047000301","Census Tract 3.01, Merced County, California","5499","450"
"1400000US06047000303","Census Tract 3.03, Merced County, California","2540","263"
"1400000US06047000304","Census Tract 3.04, Merced County, California","10132","554"
"1400000US06047000401","Census Tract 4.01, Merced County, California","1526","254"
"1400000US06047000402","Census Tract 4.02, Merced County, California","9060","716"
"1400000US06047000503","Census Tract 5.03, Merced County, California","3231","342"
"1400000US06047000504","Census Tract 5.04, Merced County, California","6569","501"
"1400000US06047000505","Census Tract 5.05, Merced County, California","6663","747"
"1400000US06047000601","Census Tract 6.01, Merced County, California","4719","439"
"1400000US06047000602","Census Tract 6.02, Merced County, California","4192","432"
"1400000US06047000603","Census Tract 6.03, Merced County, California","5882","449"
"1400000US06047000701","Census Tract 7.01, Merced County, California","3226","303"
"1400000US06047000702","Census Tract 7.02, Merced County, California","5681","415"
"1400000US06047000801","Census Tract 8.01, Merced County, California","5539","375"
"1400000US06047000802","Census Tract 8.02, Merced County, California","4109","271"
"1400000US06047000901","Census Tract 9.01, Merced County, California","4028","396"
"1400000US06047000902","Census Tract 9.02, Merced County, California","9505","816"
"1400000US06047001002","Census Tract 10.02, Merced County, California","15901","1448"
"1400000US06047001003","Census Tract 10.03, Merced County, California","4281","388"
"1400000US06047001004","Census Tract 10.04, Merced County, California","3650","337"
"1400000US06047001005","Census Tract 10.05, Merced County, California","2461","213"
"1400000US06047001101","Census Tract 11.01, Merced County, California","5681","502"
"1400000US06047001200","Census Tract 12, Merced County, California","5636","535"
"1400000US06047001301","Census Tract 13.01, Merced County, California","2662","262"
"1400000US06047001302","Census Tract 13.02, Merced County, California","2873","382"
"1400000US06047001401","Census Tract 14.01, Merced County, California","4194","407"
"1400000US06047001402","Census Tract 14.02, Merced County, California","4423","540"
"1400000US06047001501","Census Tract 15.01, Merced County, California","2425","192"
"1400000US06047001502","Census Tract 15.02, Merced County, California","2329","218"
"1400000US06047001503","Census Tract 15.03, Merced County, California","4585","391"
"1400000US06047001601","Census Tract 16.01, Merced County, California","4238","606"
"1400000US06047001602","Census Tract 16.02, Merced County, California","7877","434"
"1400000US06047001700","Census Tract 17, Merced County, California","6684","463"
"1400000US06047001801","Census Tract 18.01, Merced County, California","5719","998"
"1400000US06047001901","Census Tract 19.01, Merced County, California","5517","481"
"1400000US06047001902","Census Tract 19.02, Merced County, California","2345","284"
"1400000US06047002000","Census Tract 20, Merced County, California","8712","891"
"1400000US06047002100","Census Tract 21, Merced County, California","4246","740"
"1400000US06047002201","Census Tract 22.01, Merced County, California","6249","596"
"1400000US06047002202","Census Tract 22.02, Merced County, California","10170","631"
"1400000US06047002301","Census Tract 23.01, Merced County, California","6759","548"
"1400000US06047002302","Census Tract 23.02, Merced County, California","15950","703"
"1400000US06047002401","Census Tract 24.01, Merced County, California","1406","250"
"1400000US06047002402","Census Tract 24.02, Merced County, California","7637","643"
"1400000US06047002500","Census Tract 25, Merced County, California","2389","242"
"1400000US06047002600","Census Tract 26, Merced County, California","5942","431"
"1400000US06049000100","Census Tract 1, Modoc County, California","3509","346"
"1400000US06049000200","Census Tract 2, Modoc County, California","1650","246"
"1400000US06049000300","Census Tract 3, Modoc County, California","2441","309"
"1400000US06049000400","Census Tract 4, Modoc County, California","1307","200"
"1400000US06051000101","Census Tract 1.01, Mono County, California","3697","463"
"1400000US06051000102","Census Tract 1.02, Mono County, California","2444","466"
"1400000US06051000200","Census Tract 2, Mono County, California","8169","12"
"1400000US06053000101","Census Tract 1.01, Monterey County, California","2283","249"
"1400000US06053000102","Census Tract 1.02, Monterey County, California","9315","739"
"1400000US06053000103","Census Tract 1.03, Monterey County, California","4695","478"
"1400000US06053000104","Census Tract 1.04, Monterey County, California","3878","293"
"1400000US06053000200","Census Tract 2, Monterey County, California","7489","687"
"1400000US06053000300","Census Tract 3, Monterey County, California","4794","369"
"1400000US06053000400","Census Tract 4, Monterey County, California","7745","689"
"1400000US06053000501","Census Tract 5.01, Monterey County, California","4416","393"
"1400000US06053000502","Census Tract 5.02, Monterey County, California","4182","387"
"1400000US06053000600","Census Tract 6, Monterey County, California","7302","466"
"1400000US06053000701","Census Tract 7.01, Monterey County, California","5869","528"
"1400000US06053000702","Census Tract 7.02, Monterey County, California","5883","454"
"1400000US06053000800","Census Tract 8, Monterey County, California","5802","524"
"1400000US06053000900","Census Tract 9, Monterey County, California","5657","421"
"1400000US06053001200","Census Tract 12, Monterey County, California","3003","360"
"1400000US06053001300","Census Tract 13, Monterey County, California","2508","324"
"1400000US06053001400","Census Tract 14, Monterey County, California","2679","278"
"1400000US06053001500","Census Tract 15, Monterey County, California","6354","472"
"1400000US06053001600","Census Tract 16, Monterey County, California","2700","229"
"1400000US06053001700","Census Tract 17, Monterey County, California","3963","357"
"1400000US06053001801","Census Tract 18.01, Monterey County, California","4185","300"
"1400000US06053001802","Census Tract 18.02, Monterey County, California","5475","528"
"1400000US06053010101","Census Tract 101.01, Monterey County, California","5024","432"
"1400000US06053010102","Census Tract 101.02, Monterey County, California","3539","515"
"1400000US06053010202","Census Tract 102.02, Monterey County, California","4943","647"
"1400000US06053010305","Census Tract 103.05, Monterey County, California","4555","372"
"1400000US06053010306","Census Tract 103.06, Monterey County, California","1592","403"
"1400000US06053010400","Census Tract 104, Monterey County, California","6521","669"
"1400000US06053010501","Census Tract 105.01, Monterey County, California","6392","693"
"1400000US06053010504","Census Tract 105.04, Monterey County, California","5246","405"
"1400000US06053010505","Census Tract 105.05, Monterey County, California","6016","457"
"1400000US06053010506","Census Tract 105.06, Monterey County, California","5247","618"
"1400000US06053010603","Census Tract 106.03, Monterey County, California","7448","739"
"1400000US06053010604","Census Tract 106.04, Monterey County, California","5643","330"
"1400000US06053010605","Census Tract 106.05, Monterey County, California","4799","294"
"1400000US06053010606","Census Tract 106.06, Monterey County, California","6479","501"
"1400000US06053010607","Census Tract 106.07, Monterey County, California","4146","326"
"1400000US06053010608","Census Tract 106.08, Monterey County, California","3227","328"
"1400000US06053010701","Census Tract 107.01, Monterey County, California","6464","402"
"1400000US06053010702","Census Tract 107.02, Monterey County, California","3266","246"
"1400000US06053010804","Census Tract 108.04, Monterey County, California","5469","453"
"1400000US06053010900","Census Tract 109, Monterey County, California","8821","676"
"1400000US06053011000","Census Tract 110, Monterey County, California","5844","671"
"1400000US06053011101","Census Tract 111.01, Monterey County, California","5924","709"
"1400000US06053011102","Census Tract 111.02, Monterey County, California","12388","845"
"1400000US06053011202","Census Tract 112.02, Monterey County, California","7263","540"
"1400000US06053011203","Census Tract 112.03, Monterey County, California","6986","627"
"1400000US06053011204","Census Tract 112.04, Monterey County, California","3749","385"
"1400000US06053011302","Census Tract 113.02, Monterey County, California","5933","632"
"1400000US06053011303","Census Tract 113.03, Monterey County, California","4175","586"
"1400000US06053011304","Census Tract 113.04, Monterey County, California","7595","647"
"1400000US06053011400","Census Tract 114, Monterey County, California","4462","1369"
"1400000US06053011502","Census Tract 115.02, Monterey County, California","1987","423"
"1400000US06053011602","Census Tract 116.02, Monterey County, California","5991","501"
"1400000US06053011604","Census Tract 116.04, Monterey County, California","2087","255"
"1400000US06053011700","Census Tract 117, Monterey County, California","3852","381"
"1400000US06053011801","Census Tract 118.01, Monterey County, California","2125","259"
"1400000US06053011802","Census Tract 118.02, Monterey County, California","1705","257"
"1400000US06053011900","Census Tract 119, Monterey County, California","3991","390"
"1400000US06053012000","Census Tract 120, Monterey County, California","4074","250"
"1400000US06053012100","Census Tract 121, Monterey County, California","2113","134"
"1400000US06053012200","Census Tract 122, Monterey County, California","2755","237"
"1400000US06053012302","Census Tract 123.02, Monterey County, California","2072","180"
"1400000US06053012401","Census Tract 124.01, Monterey County, California","1667","158"
"1400000US06053012402","Census Tract 124.02, Monterey County, California","2841","247"
"1400000US06053012502","Census Tract 125.02, Monterey County, California","4894","442"
"1400000US06053012600","Census Tract 126, Monterey County, California","2366","463"
"1400000US06053012700","Census Tract 127, Monterey County, California","3472","413"
"1400000US06053012800","Census Tract 128, Monterey County, California","4881","532"
"1400000US06053013000","Census Tract 130, Monterey County, California","3379","298"
"1400000US06053013100","Census Tract 131, Monterey County, California","2200","264"
"1400000US06053013200","Census Tract 132, Monterey County, California","4176","330"
"1400000US06053013300","Census Tract 133, Monterey County, California","6199","637"
"1400000US06053013400","Census Tract 134, Monterey County, California","1525","145"
"1400000US06053013500","Census Tract 135, Monterey County, California","5029","533"
"1400000US06053013600","Census Tract 136, Monterey County, California","4679","431"
"1400000US06053013700","Census Tract 137, Monterey County, California","4325","398"
"1400000US06053013800","Census Tract 138, Monterey County, California","6200","489"
"1400000US06053013900","Census Tract 139, Monterey County, California","2362","255"
"1400000US06053014000","Census Tract 140, Monterey County, California","2427","211"
"1400000US06053014102","Census Tract 141.02, Monterey County, California","3399","371"
"1400000US06053014104","Census Tract 141.04, Monterey County, California","1892","291"
"1400000US06053014105","Census Tract 141.05, Monterey County, California","3461","387"
"1400000US06053014107","Census Tract 141.07, Monterey County, California","8240","616"
"1400000US06053014201","Census Tract 142.01, Monterey County, California","5414","439"
"1400000US06053014202","Census Tract 142.02, Monterey County, California","4411","350"
"1400000US06053014301","Census Tract 143.01, Monterey County, California","3561","449"
"1400000US06053014302","Census Tract 143.02, Monterey County, California","4471","360"
"1400000US06053014500","Census Tract 145, Monterey County, California","4474","481"
"1400000US06053014601","Census Tract 146.01, Monterey County, California","4980","595"
"1400000US06053014700","Census Tract 147, Monterey County, California","7873","832"
"1400000US06053014800","Census Tract 148, Monterey County, California","6527","587"
"1400000US06053980000","Census Tract 9800, Monterey County, California","0","12"
"1400000US06053990000","Census Tract 9900, Monterey County, California","0","12"
"1400000US06055200201","Census Tract 2002.01, Napa County, California","3528","392"
"1400000US06055200202","Census Tract 2002.02, Napa County, California","2461","290"
"1400000US06055200203","Census Tract 2002.03, Napa County, California","2231","219"
"1400000US06055200301","Census Tract 2003.01, Napa County, California","6037","632"
"1400000US06055200302","Census Tract 2003.02, Napa County, California","2755","221"
"1400000US06055200400","Census Tract 2004, Napa County, California","3747","296"
"1400000US06055200501","Census Tract 2005.01, Napa County, California","5011","517"
"1400000US06055200503","Census Tract 2005.03, Napa County, California","1706","218"
"1400000US06055200504","Census Tract 2005.04, Napa County, California","6064","646"
"1400000US06055200505","Census Tract 2005.05, Napa County, California","2583","290"
"1400000US06055200601","Census Tract 2006.01, Napa County, California","5633","348"
"1400000US06055200602","Census Tract 2006.02, Napa County, California","4124","322"
"1400000US06055200703","Census Tract 2007.03, Napa County, California","2860","246"
"1400000US06055200704","Census Tract 2007.04, Napa County, California","5312","359"
"1400000US06055200705","Census Tract 2007.05, Napa County, California","3017","223"
"1400000US06055200706","Census Tract 2007.06, Napa County, California","3213","198"
"1400000US06055200707","Census Tract 2007.07, Napa County, California","3240","305"
