objectid,CNN,STREET1,STREET2,DETECTION,STREET3,SUP_DIST,STREET4,SIG_NUM,TYPE,IC_MAKE,MODEL,CABINET_SI,SYSTEM_NUM,MASTER,BBS,VEH_ACTUAT,PED_SIGNAL,PED_ACTUAT,TBC,INTERCONNE,PREEMPT_PR,D_ATE2070,PROJECT_NE,PROJECT_OL,UPGRADED,YR_OF_CONT,LAST_UPGRA,NEW_SIGNAL,MOD_PROJEC,FULL_UPGRA,BEACON_FLA,FUNDING,RLCAM,STARTYEAR,CALTRANS_R,CALTRANS,PERCENT_C,SF,PERCENT_SF,PERCENT_PO,LAMP_ASSGN,LAMP_SORT,SORT_ME,APS,shape,data_as_of,data_loaded_at,analysis_neighborhood,supervisor_district,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
12940,22943000,14TH AVE,PORTOLA,,SAN ANSELMO,7,SANTA ANA,9074500,SIGNAL,MCCAIN,2070-TS2-1,G,33,,,,ALL,,GPS,,,,,ABOVE GRADE,MOD DONE,10/14,0,NONE,DONE,NONE,NONE,SALES TAX,,1954,,,0,,0,0,65,,,,POINT (-122.468309609 37.737417148),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,West of Twin Peaks,7,46,46,10,8,41
14196,19999000,OWENS,MIDBLOCK AT,,UCSF GARAGE,6,,9506700,SIGNAL,MCCAIN,2070-TS2-1,MSF,ISOLATED,,,WIRELESS,ALL,YES,GPS,,,,,MISSION BAY,NEW DONE,,2018,DONE,,,,,,2018,,,0,,0,0,67,,,APS ENAV 2WIRE MISSION BAY (6),POINT (-122.392439978 37.765723057),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Potrero Hill,6,34,34,1,10,26
12849,21331000,MISSION,VIRGINIA,OPTICOM,,9,,9492500,SIGNAL,MCCAIN,2070-TS2-1,MSF,25,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,OUTER MISSION,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1973,,,0,,0,0,54,,,,POINT (-122.421485451 37.743122664),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Bernal Heights,9,83,83,9,2,2
14064,23465000,38TH AVE,RIVERA,,,4,,0,RADAR SPEED SIGN,,,,N/A,,,,N.A.,,,,,,,,,,0,,,,,,,0,,,0,,0,0,,,,,POINT (-122.496309468 37.745880523),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Sunset/Parkside,4,39,39,10,7,35
13039,24726000,MONTGOMERY,PINE,,,3,,9493500,SIGNAL,MCCAIN,2070-TS2-1,G,78,,,,ALL,,GPS,,,,,,NONE,,0,,,,,SALES TAX,,1954,,,0,,0,0,63,,,,POINT (-122.40257133 37.791898939),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,108,108,6,3,8
13777,26504000,BUSH,GOUGH,,,2.5,,9231500,SIGNAL,MCCAIN,2070-TS2-1,MSF,49,MASTER-GPS,,,ALL,,GPS,FIBER,,,,Gough Future Upgrade; BUSH,MOD AFTER FULL DONE,10/01,2004,NONE,DONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,35,,,APS iNAV 3WIRE GOUGH (8),POINT (-122.425236501 37.788070188),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Western Addition,2,100,100,4,6,39
13508,27424000,25TH AVE,LINCOLN,,,4,,9144000,SIGNAL,ECONOLITE,2070-TS1,2070-TS1-in-M,ISOLATED,,,WIRELESS,ALL,YES,,,,,,CT 21,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1975,,,0,,0,0,73,,,,POINT (-122.483685436 37.765160178),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Golden Gate Park,4,9,9,10,4,12
13651,30729000,BEALE,DAVIS,OPTICOM,MARKET,3.6,PINE,9205000,SIGNAL,EAGLE,2070-TS2-1,G,01D,,,,ALL,,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,BETTER MARKET,,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1953,,,0,,0,0,50,,,,POINT (-122.397383446 37.792405521),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,6,108,108,6,10,8
13946,7210000,ALEMANY,CUT THROUGH,,,9,,0,CALTRANS,,,,CALTRANS,,,,n.a.,,,0,,,,,CALTRANS,,0,,,,,,,0,,,0,,0,0,01,,,,POINT (-122.407917736 37.737729506),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Portola,9,83,83,2,2,25
13755,26687000,FRANKLIN,UNION,,,2,,9367500,SIGNAL,MCCAIN,2070-TS2-1,MSF,49C,,,,ALL,,GPS,FIBER,,,,PCS 1,FULL DONE,05/14,2014,NONE,NONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,29,,,,POINT (-122.425625504 37.798343537),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Marina,2,15,15,4,6,13
13807,25594000,JEFFERSON,TAYLOR,VETAG,,3,,9442500,SIGNAL,MCCAIN,2070-TS2-1,MSF75-ATC,10,,,,ALL,,GPS,,TSP,,,F-LINE,FULL DONE,,1998,NONE,NONE,DONE,NONE,MUNI,,1969,,,0,,0,0,57,,,APS iNS 2WIRE JEFFERSON (8),POINT (-122.415802425 37.808214054),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,North Beach,3,99,99,6,3,23
13300,25524000,BAY,TAYLOR,,,3,,9195500,SIGNAL,MCCAIN,2070-TS2-1,MSF,11A,,,,ALL,,GPS,,,,,CT 21,FULL DONE,,1997,NONE,NONE,DONE,NONE,FED/SALES TAX,,1968,,,0,,0,0,03,,,,POINT (-122.415241485 37.805417172),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,North Beach,3,99,99,6,3,23
13645,26642000,PINE,SCOTT,,,2.5,,9514000,SIGNAL,EAGLE,2070-TS2-1,2070-MSF-,73,,,,ALL,,GPS,,,,,PINE,FULL DONE,10/00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,63,,,,POINT (-122.438581571 37.787324904),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Pacific Heights,5,103,103,4,11,30
12889,22193000,HOWTH,OCEAN,,,7.11,,9431500,SIGNAL,EAGLE,2070-TS2-1,MSF,31,,,VIDEO,ALL,YES,GPS,"TWISTED PAIR,PROXIM",,,,OCEAN,FULL DONE,1/01,0,NONE,NONE,DONE,NONE,SALES TAX,,1970,,,0,,0,0,59,,,APS ENAV 2WIRE CITYWIDE NEW APS (13),POINT (-122.449558619 37.72296132),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,West of Twin Peaks,11,95,95,9,8,41
13136,24632000,04TH ST,MISSION,OPTICOM,,6,,9031500,SIGNAL,MCCAIN,2070-TS2-1,MSF,75,,2003 CANDIDATE,,ALL,,GPS,PROXIM,FIRE PREEMPT,,,SOMA MISSION,FULL DONE,04/01,2003,NONE,NONE,DONE,NONE,SALES TAX,,1956,,,0,,0,0,52,,,APS_4WIRE_PH2 (8),POINT (-122.404266873 37.784478745),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,South of Market,6,32,32,1,10,34
13192,26508000,CALIFORNIA,GOUGH,,,2,,9246500,SIGNAL,MCCAIN,2070-TS2-1,MSF65-ATC,49,,,,ALL,,GPS,"FIBER,PROXIM",,,,Gough Future Upgrade,FULL DONE,06/19,2019,NONE,NONE,DONE,NONE,SALES TAX,,9999,,,0,,0,0,35,,,APS ENAV 2WIRE GOUGH (12),POINT (-122.425616053 37.789951885),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Pacific Heights,2,102,102,4,6,30
13527,26436000,OAK,SHRADER,,,5,,9501500,SIGNAL,ECONOLITE,2070-TS2-1,2070-MSF-TS2-TYPE-1,16,,,,ALL,,GPS,FIBER,,,,HES,FULL DONE,07/00,0,NONE,NONE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,58,,,,POINT (-122.452241778 37.771229827),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Haight Ashbury,5,24,24,7,11,3
13763,26632000,BUSH,PIERCE,,,2.5,,9237500,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,73,,,,ALL,,GPS,,,,,BUSH,FULL DONE,10/01,2004,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,09,,,,POINT (-122.436746552 37.786601039),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Pacific Heights,2,103,103,4,6,30
13064,24655000,GEARY,GRANT,OPTICOM,,3,,9380000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,DOWNTOWN GEARY,FULL DONE,02/03,0,NONE,NONE,DONE,NONE,SALES TAX,,1957,,,0,,0,0,32,,,,POINT (-122.405041398 37.787765496),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,19,19,6,3,8
13638,27566000,ARGUELLO,CALIFORNIA,OPTICOM,,1.2,,9172000,SIGNAL,MCCAIN,2070-TS2-1,MSF,14,MASTER-GPS,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,ARGUELLO; Signal Visibility and Conduits,FULL AFTER MOD DONE,12/19,2019,NONE,DONE,DONE,NONE,,,1952,,,0,,0,0,11,,,APS iNAV 2WIRE ARGUELLO (8),POINT (-122.459178766 37.785681692),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Presidio Heights,2,10,10,8,6,31
13486,27694000,ORTEGA,SUNSET,,,4,,9506500,SIGNAL,MCCAIN,2070-TS2-1,G,37,,,LOOPS (NOT USED),ALL,,GPS,,,,,CT 46,NEW DONE,,1996,,,,,SALES TAX,,1996,,,0,,0,0,73,,,,POINT (-122.49509826 37.751544767),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Sunset/Parkside,4,39,39,10,7,35
13205,25216000,FRANKLIN,POST,,,2,,9365500,SIGNAL,EAGLE,2070-TS2-1,MSF,49,,,,ALL,,GPS,FIBERPROXIM,,,,Franklin Upgrade,FULL DONE,08/16,2016,NONE,NONE,DONE,NONE,SALES TAX,,9999,,,0,,0,0,28,,,APS INAV 3WIRE CPMC (14),POINT (-122.423213872 37.78640232),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Western Addition,2,100,100,4,6,39
13790,25176000,EDDY,POLK,,,5,,9315500,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,,,,,Polk Streetscape; PCS2010 BATCH 2,FULL AFTER MOD DONE,02/19,2019,NONE,DONE,DONE,NONE,T2030 BOND,,1962,,,0,,0,0,64,,,APS ENAV 2WIRE POLK (9),POINT (-122.419181704 37.7831014),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Tenderloin,5,20,20,4,10,36
14006,23548000,25TH ST,ILLINOIS,,,10,,9144700,SIGNAL,ECONOLITE,2070-TS2-1,ECON-MSF-STD,ISOLATED,,,,ALL,,,,,,,MUNI METRO EAST,NEW DONE,,2008,,,,,,,2008,,,0,,0,25,85,,,,POINT (-122.386811647 37.752890377),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Potrero Hill,10,56,56,2,9,26
13230,25959000,GOLDEN GATE,LAGUNA,,,5,,9396500,SIGNAL,MCCAIN,2070-TS2-1,MSF,71,,,,ALL,,GPS,,,,Western Addition Phase 1,Various Locations Pole and Conduit,MOD AFTER MOD DONE,,0,NONE,DONE,PENDING,NONE,,,1955,,,0,,0,0,34,,,PENDING,POINT (-122.427016757 37.780193031),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Western Addition,5,100,100,4,11,39
14203,22079000,DELANO,OCEAN,,,11,,0,BEACON - RRFB,JSF,AB-9400,,BEACON,,,,n.a.,YES,,,,,,MF As-Needed,BEACON DONE,01/20,2020,NONE,NONE,NONE,DONE,,,2020,,,0,,0,0,,,,,POINT (-122.443273779 37.723085049),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Outer Mission,11,94,94,9,1,28
12941,22927000,VICENTE,WEST PORTAL,VETAG,,7,,9543000,SIGNAL,MCCAIN,2070-TS2-1,MSF,33,,,,ALL,,GPS,PROXIM,TSP,,,CT 45,NEW DONE,,1996,,,,,FED/SALES TAX,,1996,,,0,,0,0,81,,,,POINT (-122.466991014 37.7397235),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,West of Twin Peaks,7,46,46,10,8,41
12812,25465000,COLUMBUS,LOMBARD,,NEWELL,3,,9288200,SIGNAL,EAGLE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,07,,,WIRELESS,ALL,,GPS,,,,,CT 52/53,NEW DONE,4/01,2002,,,,,SALES TAX,,2002,,,0,,0,0,18,,,,POINT (-122.41371875 37.802743202),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,North Beach,3,106,106,6,3,23
13087,24440000,GOLDEN GATE,LARKIN,,,5,,9397000,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,,,,,NONE,,0,,,,,,,1955,,,0,,0,0,45,,,,POINT (-122.417145612 37.781447495),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Tenderloin,5,20,20,5,10,36
14191,23219000,26TH AVE,SLOAT,,,4,,0,CALTRANS - HAWK,,,,CALTRANS,,,,ALL,YES,,,,,,,CALTRANS,,0,,,,,,,2018,35,X,100,,0,0,not ours,,,APS HAWK,POINT (-122.482014082 37.734419841),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Sunset/Parkside,4,40,40,10,8,35
13356,21898000,26TH ST,GUERRERO,,,8,,9147000,SIGNAL,MCCAIN,2070-TS2-1,MSF,24,,,,SOME PHASES,,GPS,,,,,,NONE,,0,,,,,,,1973,,,0,,0,0,37,,,,POINT (-122.422571062 37.748772898),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,8,53,53,3,5,20
14279,33273000,SAN BRUNO,WOOLSEY,,,9,,0,PENDING BEACON,,,,,,,,,,,,,,Walk First RRFB,,BEACON PENDING,,0,NONE,NONE,NONE,PENDING,,,0,,,0,,0,0,,,,,POINT (-122.402600411 37.725235112),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Portola,9,91,91,2,2,25
13340,25744000,24TH ST,CASTRO,,,8,,9135500,SIGNAL,MCCAIN,2070-TS2-1,MSF,ISOLATED,,,,ALL,,GPS,,,,,CT 31,MOD DONE,,0,,DONE,,,,,1958,,,0,,0,0,13,,,APS iNS 3WIRE CITYWIDE NEW APS (11),POINT (-122.434089515 37.751303733),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Noe Valley,8,84,84,3,5,22
12686,5331101,EVANS,POST OFFICE,,,10,,9334000,SIGNAL,EAGLE,2070-TS2-1,G,ISOLATED,,,WIRELESS,ALL,YES,GPS,,,,,CT 51,NEW DONE,,1999,,,,,SALES TAX,,1999,,,0,,0,0,24,,,,POINT (-122.382781675 37.739900127),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Bayview Hunters Point,10,76,76,2,9,1
13683,23798000,04TH ST,KING,"VETAG,TRACK CIRCUIT",,6,,9031000,SIGNAL,ECONOLITE,2070-TS2-1,350i-ATC,09,,2003 CANDIDATE,VIDEO,ALL,No,GPS,FIBER,"TSP,TRANSIT PREEMPT",,,3RDLRP,FULL DONE,10/01,2004,NONE,NONE,DONE,NONE,FEDS,,1997,,,0,,0,0,23,,,APS_2WIRE_PH1 (11),POINT (-122.39403507 37.776332923),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission Bay,6,34,34,1,10,4
14085,8848000,MASONIC,MIDBLOCK AT,,FULTON,1.2,MCALLISTER,0,RADAR SPEED SIGN,,,,N/A,,,,N.A.,,,,,,,,,,0,,,,,,,2010,,,0,,0,0,30,,,,POINT (-122.446572255 37.776305842),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Lone Mountain/USF,1,97,97,7,11,18
13452,24170000,16TH ST,MISSION,OPTICOM,,9,,9087500,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,G,64,,,,ALL,,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,,MID MISSION,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,53,,,APS_4WIRE_PH1 (8),POINT (-122.419668973 37.765051337),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,53,53,3,2,20
13056,24326000,GOLDEN GATE,JONES,OPTICOM,,5,,9396000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,01D,,,,ALL,,GPS,PROXIM,FIRE PREEMPT,,BETTER MARKET,TENDERLOIN,MOD FUTURE AFTER FULL DONE,1/02,0,NONE,FUTURE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,34,,,,POINT (-122.412220735 37.782073068),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Tenderloin,5,20,20,5,10,36
14149,924102,19TH AVE,MIDBLOCK AT,,SLOAT,4.7,WAWONA,0,RADAR SPEED SIGN,,,,N/A,,,,N.A.,,,,,,,,,,0,,,,,,,0,,,0,,0,0,56,,,,POINT (-122.475169221 37.73670902),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,West of Twin Peaks,7,46,46,10,8,41
12805,21444000,GENEVA,PARIS,OPTICOM,,11,,9392000,SIGNAL,EAGLE,2070-TS2-1,G,30,,,WIRELESS,ALL,YES,GPS,(PROXIM,"TSP,FIRE PREEMPT",,GENEVA ATP,CT 51,MOD AFTER NEW PENDING,,1999,DONE,PENDING,NONE,NONE,SALES TAX,,1999,,,0,,0,0,33,,,PENDING,POINT (-122.439438472 37.715672555),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Excelsior,11,90,90,9,1,7
13129,24299000,08TH ST,HOWARD,OPTICOM,,6,,9056000,SIGNAL,MCCAIN,2070-TS2-1,MSF,75,,YES-UPSTEALTH,,ALL,,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,,CT 28/29,FULL DONE,1/02,1999,NONE,NONE,DONE,NONE,FEDS,,1956,,,0,,0,0,41,,,,POINT (-122.411606113 37.776221356),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,South of Market,6,32,32,1,10,34
13037,24918000,POST,POWELL,OPTICOM,,3,,9522500,SIGNAL,EAGLE,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,,NONE,,0,,,,,,,1957,,,0,,0,0,66,,,APS_ENAV 4WIRE_DPW PROW (8),POINT (-122.40840155 37.788293194),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,19,19,6,3,8
13873,12556202,EMBARCADERO,MIDBLOCK AT,VETAG,PIER 23,3,,9330000,SIGNAL,ECONOLITE,2070-TS2-1,MSF,09,,,LOOPS,ALL,YES,GPS,FIBER,TSP,,,N EMB,NEW DONE,,1995,DONE,NONE,NONE,NONE,FEDS,,1995,,,0,,0,100,22,,,,POINT (-122.400871442 37.802964409),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Financial District/South Beach,3,77,77,6,3,8
13390,24153000,20TH ST,VALENCIA,,,9,,9122000,SIGNAL,MCCAIN,2070-TS2-1,MSF,22,,,,ALL,,GPS,,,,Signal Visibility Upgrades Ph 2,VALENCIA,MOD AFTER FULL FUTURE,,1995,NONE,FUTURE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,79,,,,POINT (-122.421271729 37.758498509),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,53,53,3,2,20
13161,26704000,NORTH POINT,POLK,,,2,,9495500,SIGNAL,MCCAIN,2070-TS2-1,MSF,11A,,,,ALL,,GPS,12C,,,,BAY/NORTH POINT,FULL DONE,04/96,1997,NONE,NONE,DONE,NONE,FED/SALES TAX,,1975,,,0,,0,0,57,,,APS ENAV 4WIRE POLK STSCAPE (12),POINT (-122.423655075 37.805286984),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Russian Hill,2,98,98,6,6,32
13327,25109000,MASON,PACIFIC,MECHANICAL,,3,,9478500,SIGNAL,EAGLE,2070-TS2-TYPE-1,G,ISOLATED,,,,ALL,,,,CABLE CAR PREEMPTION,,,CT 32,MOD DONE,,2009,,DONE,,,,,1965,,,0,,0,0,61,,X,,POINT (-122.411718938 37.796290765),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Chinatown,3,107,107,6,3,6
14208,21705000,ALEMANY,ROUSSEAU,,,11,,0,PENDING SIGNAL,,,,,,,,PENDING,,,,TSP-Planned,,CT 65,,NEW PENDING,,0,PENDING,NONE,NONE,NONE,SALES TAX,,0,,,0,,0,0,01,,,,POINT (-122.429570698 37.731039888),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Outer Mission,11,94,94,9,1,28
12954,20489000,03RD ST,CARROLL,VETAG,,10,,9014000,SIGNAL,,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,28,,,VIDEO,ALL,YES,GPS,FIBER,"TSP,HEAVY RAIL PREEMPT",,CT 36,3RDLRP,MOD AFTER FULL PENDING,10/01,2005,NONE,PENDING,DONE,NONE,MUNI,,1949,,,0,,0,0,75,,,APS_2WIRE_PH1 (10),POINT (-122.394243493 37.72547565),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Bayview Hunters Point,10,86,86,2,9,1
13575,27578000,ARGUELLO,LAKE,,SACRAMENTO,1.2,,9174500,SIGNAL,MCCAIN,2070-TS2-1,MSF65-ATC,14,,,,ALL,,GPS,,,,,ARGUELLO; CT 18,FULL DONE,12/19,2019,NONE,NONE,DONE,NONE,,,1972,,,0,,0,0,02,,,APS iNAV 2WIRE ARGUELLO (8),POINT (-122.459279528 37.78691387),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Presidio Heights,2,4,4,8,6,31
14200,11439105,NB I-280 SAN JOSE OFF RAMP,MIDBLOCK AT,,WEST OF SAN JOSE,8,,0,CALTRANS - RADAR SPEED SIGN,RU2 SYSTEMS RU2 Fast 250,,,N/A,,,,N.A.,,,,,,,,,,0,,,,,,,2014,,,0,,0,0,,,,,POINT (-122.433519813 37.732425347),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Outer Mission,8,93,93,9,5,28
12906,21379000,GENEVA,PRAGUE,OPTICOM,,11,,9392500,SIGNAL,EAGLE,2070-TS2-1,MSF,30,,,WIRELESS,ALL,YES,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,,,NONE,,0,,,,,,,1988,,,0,,0,0,33,,,,POINT (-122.431927236 37.712766596),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Excelsior,11,58,58,9,1,7
13465,32977000,CORBETT,MARKET,,PORTOLA,8,,9290000,SIGNAL,MCCAIN,2070-TS2-1,MSF,21,,,,SOME PHASES,,GPS,,,,Signal Visibility Upgrades Ph 1,,MOD PENDING,,0,NONE,PENDING,NONE,NONE,,,1985,,,0,,0,0,49,,,,POINT (-122.443347263 37.750082609),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Noe Valley,8,51,51,3,5,22
12820,22790000,OCEAN,SAN LEANDRO,,,7,,9504700,SIGNAL,EAGLE,2070-TS2-1,2070-MSF-TS2-TYPE-1,31,,,,ALL,,GPS,TWISTED PAIR,,,,OCEAN,NEW DONE,1/01,2003,,,,,SALES TAX,,2003,,,0,,0,0,59,,,,POINT (-122.469341914 37.729976876),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,West of Twin Peaks,7,63,63,10,8,41
14138,26025000,HAIGHT,SCOTT,OPTICOM,,5,,0,SIGNAL,MCCAIN,2070-ATC,MSF65-ATC,20,,,,ALL,,GPS,FIBER,"TSP,FIRE PREEMPT",,,Muni Forward 7 Haight,NEW DONE,1/21,2021,DONE,NONE,NONE,NONE,SFMTA Bond,,2021,,,0,,0,0,38,,,APS iNS 2WIRE LOWER HAIGHT (8),POINT (-122.435372983 37.771479485),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Haight Ashbury,5,26,26,4,11,3
13257,30749000,12TH ST,FRANKLIN,,MARKET,6,PAGE,9071000,SIGNAL,ECONOLITE,2070-TS2-1,MSF,21,,YES-UPSTEALTH,,ALL,,GPS,"12C,FIBER",,,BETTER MARKET,,FULL AFTER MOD FUTURE,,0,NONE,DONE,FUTURE,NONE,,,1950,,,0,,0,0,49,,,APS_4WIRE_MARKET (16),POINT (-122.420698774 37.774007806),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,6,32,32,1,10,20
13260,24448000,FELL,VAN NESS,OPTICOM,,5.6,,9343500,SIGNAL,MCCAIN,2070-TS2-1,352i-ATC,16B,MASTER-GPS,YES,,ALL,,GPS,,"TSP,FIRE PREEMPT",,VAN NESS BRT,CENTRAL FWY,FULL DONE,05/21,2021,NONE,DONE,DONE,NONE,FED/SALES TAX,,1948,101(b),,50,X,50,0,80,,,APS iNS 2WIRE VAN NESS (8),POINT (-122.419506294 37.77636887),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Hayes Valley,5,21,21,4,11,9
13460,24129000,19TH ST,SOUTH VAN NESS,OPTICOM,,9,,9115500,SIGNAL,MCCAIN,2070-TS2-1,MSF,64,,,,ALL,,GPS,,FIRE PREEMPT,,,SVN HSIP Phase 1,FULL DONE,,2017,NONE,NONE,DONE,NONE,FEDERAL,,1975,,,0,,0,0,71,,,,POINT (-122.417025815 37.760367023),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,53,53,3,2,20
14250,26011000,CASTRO,DIVISADERO,,WALLER,5.8,,0,PENDING SIGNAL,,,,,,,,PENDING,,,,,,CT 66,,NEW PENDING,,0,PENDING,NONE,NONE,NONE,PROP K,,0,,,0,,0,0,,,,PENDING,POINT (-122.436848943 37.770342897),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Haight Ashbury,8,26,26,7,5,3
13655,24693000,CLAY,FRONT,,,3,,9277500,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,,,,,,NONE,,0,,,,,,,1973,,,0,,0,0,16,,,,POINT (-122.399149419 37.795163386),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,108,108,6,3,8
12801,33776000,BRYANT,MAIN,,,6,,9222800,SIGNAL,EAGLE,2070-TS2-1,MSF,09,,,LOOPS,ALL,YES,GPS,,,,,SURFACE?,NEW DONE,10/99,2001,,,,,FEDS,,2001,,,0,,0,0,07,,,,POINT (-122.388779436 37.78689868),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,6,31,31,1,10,8
14089,5939000,FULTON,MIDBLOCK AT,,32ND AVE,1,33RD AVE,0,BEACON,RTC,,,BEACON,,,,n.a.,,,,,,,,B&F,,0,,,,DONE,,,2015,,,0,,0,0,30,,,,POINT (-122.491893964 37.772218101),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Outer Richmond,1,8,8,8,4,29
13826,25797000,16TH ST,SANCHEZ,,,8,,9088500,SIGNAL,MCCAIN,2070-TS2-1,G,22C,,,,PENDING,,GPS,,,,CT 35,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,SALES TAX,,1972,,,0,,0,0,15,,,PENDING,POINT (-122.430882153 37.76437351),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Castro/Upper Market,8,37,37,3,5,5
