GEOID,NAME,ttl_jobs,ttl_population
6073010009,"Census Tract 100.09, San Diego County, California",NA,6978
6073010010,"Census Tract 100.10, San Diego County, California",NA,5431
6073010011,"Census Tract 100.11, San Diego County, California",NA,4134
6073010012,"Census Tract 100.12, San Diego County, California",NA,5199
6073010013,"Census Tract 100.13, San Diego County, California",NA,5670
6073010014,"Census Tract 100.14, San Diego County, California",NA,18854
6073010015,"Census Tract 100.15, San Diego County, California",NA,3821
6073010103,"Census Tract 101.03, San Diego County, California",NA,6284
6073010104,"Census Tract 101.04, San Diego County, California",NA,3758
6073010106,"Census Tract 101.06, San Diego County, California",NA,5815
6073010107,"Census Tract 101.07, San Diego County, California",NA,7188
6073010109,"Census Tract 101.09, San Diego County, California",NA,5341
6073010110,"Census Tract 101.10, San Diego County, California",NA,7871
6073010111,"Census Tract 101.11, San Diego County, California",NA,3230
6073010112,"Census Tract 101.12, San Diego County, California",NA,5683
6073010200,"Census Tract 102, San Diego County, California",NA,7155
6073010300,"Census Tract 103, San Diego County, California",NA,4485
6073010401,"Census Tract 104.01, San Diego County, California",NA,2542
6073010402,"Census Tract 104.02, San Diego County, California",NA,6131
6073010501,"Census Tract 105.01, San Diego County, California",NA,1547
6073010502,"Census Tract 105.02, San Diego County, California",NA,5455
6073010601,"Census Tract 106.01, San Diego County, California",NA,2153
6073010800,"Census Tract 108, San Diego County, California",NA,2736
6073010900,"Census Tract 109, San Diego County, California",NA,2224
6073011000,"Census Tract 110, San Diego County, California",NA,3567
6073011100,"Census Tract 111, San Diego County, California",NA,4807
6073011300,"Census Tract 113, San Diego County, California",NA,2467
6073011601,"Census Tract 116.01, San Diego County, California",NA,5470
6073011602,"Census Tract 116.02, San Diego County, California",NA,3900
6073011700,"Census Tract 117, San Diego County, California",NA,6078
6073011801,"Census Tract 118.01, San Diego County, California",NA,4169
6073011802,"Census Tract 118.02, San Diego County, California",NA,7401
6073011902,"Census Tract 119.02, San Diego County, California",NA,5673
6073012002,"Census Tract 120.02, San Diego County, California",NA,3548
6073012003,"Census Tract 120.03, San Diego County, California",NA,3336
6073012101,"Census Tract 121.01, San Diego County, California",NA,2104
6073012102,"Census Tract 121.02, San Diego County, California",NA,3385
6073012200,"Census Tract 122, San Diego County, California",NA,3657
6073012302,"Census Tract 123.02, San Diego County, California",NA,1708
6073012303,"Census Tract 123.03, San Diego County, California",NA,3242
6073012304,"Census Tract 123.04, San Diego County, California",NA,3696
6073012401,"Census Tract 124.01, San Diego County, California",NA,3539
6073012402,"Census Tract 124.02, San Diego County, California",NA,5107
6073012501,"Census Tract 125.01, San Diego County, California",NA,3283
6073012502,"Census Tract 125.02, San Diego County, California",NA,4330
6073012600,"Census Tract 126, San Diego County, California",NA,4798
6073012700,"Census Tract 127, San Diego County, California",NA,4868
6073012800,"Census Tract 128, San Diego County, California",NA,4406
6073012900,"Census Tract 129, San Diego County, California",NA,3471
6073013000,"Census Tract 130, San Diego County, California",NA,6061
6073013102,"Census Tract 131.02, San Diego County, California",NA,6385
6073013103,"Census Tract 131.03, San Diego County, California",NA,2506
6073013104,"Census Tract 131.04, San Diego County, California",NA,6473
6073013203,"Census Tract 132.03, San Diego County, California",NA,5992
6073013204,"Census Tract 132.04, San Diego County, California",NA,3970
6073013205,"Census Tract 132.05, San Diego County, California",NA,2431
6073013206,"Census Tract 132.06, San Diego County, California",NA,7185
6073013301,"Census Tract 133.01, San Diego County, California",NA,5205
6073013302,"Census Tract 133.02, San Diego County, California",NA,4773
6073013303,"Census Tract 133.03, San Diego County, California",NA,5111
6073013306,"Census Tract 133.06, San Diego County, California",NA,4517
6073013307,"Census Tract 133.07, San Diego County, California",NA,4780
6073013308,"Census Tract 133.08, San Diego County, California",NA,3669
6073013309,"Census Tract 133.09, San Diego County, California",NA,6733
6073013310,"Census Tract 133.1, San Diego County, California",NA,31118
6073013311,"Census Tract 133.11, San Diego County, California",NA,11136
6073013312,"Census Tract 133.12, San Diego County, California",NA,2549
6073013313,"Census Tract 133.13, San Diego County, California",NA,19689
6073013314,"Census Tract 133.14, San Diego County, California",NA,22349
6073013401,"Census Tract 134.01, San Diego County, California",NA,4374
6073013409,"Census Tract 134.09, San Diego County, California",NA,5421
6073013410,"Census Tract 134.10, San Diego County, California",NA,7827
6073013411,"Census Tract 134.11, San Diego County, California",NA,5160
6073013412,"Census Tract 134.12, San Diego County, California",NA,4691
6073013414,"Census Tract 134.14, San Diego County, California",NA,7428
6073013415,"Census Tract 134.15, San Diego County, California",NA,1302
6073013416,"Census Tract 134.16, San Diego County, California",NA,4261
6073013417,"Census Tract 134.17, San Diego County, California",NA,2071
6073013418,"Census Tract 134.18, San Diego County, California",NA,6698
6073013419,"Census Tract 134.19, San Diego County, California",NA,8876
6073013420,"Census Tract 134.20, San Diego County, California",NA,3468
6073013421,"Census Tract 134.21, San Diego County, California",NA,4488
6073013503,"Census Tract 135.03, San Diego County, California",NA,6265
6073013504,"Census Tract 135.04, San Diego County, California",NA,3789
6073013505,"Census Tract 135.05, San Diego County, California",NA,5676
6073013506,"Census Tract 135.06, San Diego County, California",NA,4103
6073013601,"Census Tract 136.01, San Diego County, California",NA,5799
6073013604,"Census Tract 136.04, San Diego County, California",NA,6636
6073013605,"Census Tract 136.05, San Diego County, California",NA,6227
6073013606,"Census Tract 136.06, San Diego County, California",NA,6480
6073013701,"Census Tract 137.01, San Diego County, California",NA,2433
6073013702,"Census Tract 137.02, San Diego County, California",NA,5528
6073013801,"Census Tract 138.01, San Diego County, California",NA,4946
6073013802,"Census Tract 138.02, San Diego County, California",NA,3523
6073013903,"Census Tract 139.03, San Diego County, California",NA,4299
6073013905,"Census Tract 139.05, San Diego County, California",NA,3897
6073013906,"Census Tract 139.06, San Diego County, California",NA,5291
6073013907,"Census Tract 139.07, San Diego County, California",NA,4670
6073013908,"Census Tract 139.08, San Diego County, California",NA,4120
6073013909,"Census Tract 139.09, San Diego County, California",NA,5068
6073014001,"Census Tract 140.01, San Diego County, California",NA,4500
6073014002,"Census Tract 140.02, San Diego County, California",NA,5051
6073014101,"Census Tract 141.01, San Diego County, California",NA,3370
6073014102,"Census Tract 141.02, San Diego County, California",NA,4198
6073014200,"Census Tract 142, San Diego County, California",NA,6513
6073014300,"Census Tract 143, San Diego County, California",NA,4131
6073014400,"Census Tract 144, San Diego County, California",NA,4412
6073014500,"Census Tract 145, San Diego County, California",NA,3880
6073014601,"Census Tract 146.01, San Diego County, California",NA,4854
6073014602,"Census Tract 146.02, San Diego County, California",NA,5445
6073014700,"Census Tract 147, San Diego County, California",NA,8008
6073014803,"Census Tract 148.03, San Diego County, California",NA,4818
6073014804,"Census Tract 148.04, San Diego County, California",NA,4112
6073014805,"Census Tract 148.05, San Diego County, California",NA,4358
6073014806,"Census Tract 148.06, San Diego County, California",NA,2778
6073014901,"Census Tract 149.01, San Diego County, California",NA,4086
6073014902,"Census Tract 149.02, San Diego County, California",NA,3176
6073015000,"Census Tract 150, San Diego County, California",NA,7367
6073015100,"Census Tract 151, San Diego County, California",NA,4916
6073015200,"Census Tract 152, San Diego County, California",NA,3773
6073015301,"Census Tract 153.01, San Diego County, California",NA,3560
6073015302,"Census Tract 153.02, San Diego County, California",NA,4477
6073015403,"Census Tract 154.03, San Diego County, California",NA,2619
6073015404,"Census Tract 154.04, San Diego County, California",NA,7831
6073015405,"Census Tract 154.05, San Diego County, California",NA,5569
6073015406,"Census Tract 154.06, San Diego County, California",NA,2468
6073015501,"Census Tract 155.01, San Diego County, California",NA,5180
6073015502,"Census Tract 155.02, San Diego County, California",NA,2889
6073015601,"Census Tract 156.01, San Diego County, California",NA,6043
6073015602,"Census Tract 156.02, San Diego County, California",NA,2432
6073015701,"Census Tract 157.01, San Diego County, California",NA,5966
6073015703,"Census Tract 157.03, San Diego County, California",NA,7146
6073015704,"Census Tract 157.04, San Diego County, California",NA,3936
6073015801,"Census Tract 158.01, San Diego County, California",NA,3544
6073015802,"Census Tract 158.02, San Diego County, California",NA,4877
6073015901,"Census Tract 159.01, San Diego County, California",NA,4037
6073015902,"Census Tract 159.02, San Diego County, California",NA,5178
6073016000,"Census Tract 160, San Diego County, California",NA,2265
6073016100,"Census Tract 161, San Diego County, California",NA,6322
6073016201,"Census Tract 162.01, San Diego County, California",NA,5382
6073016202,"Census Tract 162.02, San Diego County, California",NA,3868
6073016301,"Census Tract 163.01, San Diego County, California",NA,5338
6073016302,"Census Tract 163.02, San Diego County, California",NA,5865
6073016401,"Census Tract 164.01, San Diego County, California",NA,5340
6073016402,"Census Tract 164.02, San Diego County, California",NA,8404
6073016502,"Census Tract 165.02, San Diego County, California",NA,7635
6073016503,"Census Tract 165.03, San Diego County, California",NA,3481
6073016504,"Census Tract 165.04, San Diego County, California",NA,6856
6073016605,"Census Tract 166.05, San Diego County, California",NA,7830
6073016606,"Census Tract 166.06, San Diego County, California",NA,3575
6073016607,"Census Tract 166.07, San Diego County, California",NA,7432
6073016608,"Census Tract 166.08, San Diego County, California",NA,2737
6073016609,"Census Tract 166.09, San Diego County, California",NA,5467
6073016610,"Census Tract 166.10, San Diego County, California",NA,4082
6073016612,"Census Tract 166.12, San Diego County, California",NA,5936
6073016613,"Census Tract 166.13, San Diego County, California",NA,1881
6073016614,"Census Tract 166.14, San Diego County, California",NA,3987
6073016615,"Census Tract 166.15, San Diego County, California",NA,4488
6073016616,"Census Tract 166.16, San Diego County, California",NA,4441
6073016617,"Census Tract 166.17, San Diego County, California",NA,3453
6073016701,"Census Tract 167.01, San Diego County, California",NA,9508
6073016702,"Census Tract 167.02, San Diego County, California",NA,8517
6073016802,"Census Tract 168.02, San Diego County, California",NA,7213
6073016804,"Census Tract 168.04, San Diego County, California",NA,7501
6073016806,"Census Tract 168.06, San Diego County, California",NA,4856
6073016807,"Census Tract 168.07, San Diego County, California",NA,7615
6073016809,"Census Tract 168.09, San Diego County, California",NA,5625
6073016810,"Census Tract 168.10, San Diego County, California",NA,3022
6073016811,"Census Tract 168.11, San Diego County, California",NA,4818
6073016901,"Census Tract 169.01, San Diego County, California",NA,7427
6073016902,"Census Tract 169.02, San Diego County, California",NA,2841
6073017006,"Census Tract 170.06, San Diego County, California",NA,2957
6073017009,"Census Tract 170.09, San Diego County, California",NA,4857
6073017010,"Census Tract 170.10, San Diego County, California",NA,3275
6073017014,"Census Tract 170.14, San Diego County, California",NA,2553
6073017015,"Census Tract 170.15, San Diego County, California",NA,7756
6073017018,"Census Tract 170.18, San Diego County, California",NA,4087
6073017019,"Census Tract 170.19, San Diego County, California",NA,6673
6073017020,"Census Tract 170.20, San Diego County, California",NA,3675
6073017021,"Census Tract 170.21, San Diego County, California",NA,3368
6073017022,"Census Tract 170.22, San Diego County, California",NA,5469
6073017029,"Census Tract 170.29, San Diego County, California",NA,8548
6073017030,"Census Tract 170.30, San Diego County, California",NA,25348
6073017031,"Census Tract 170.31, San Diego County, California",NA,4170
6073017032,"Census Tract 170.32, San Diego County, California",NA,15361
6073017033,"Census Tract 170.33, San Diego County, California",NA,4936
6073017034,"Census Tract 170.34, San Diego County, California",NA,5054
6073017035,"Census Tract 170.35, San Diego County, California",NA,3505
6073017036,"Census Tract 170.36, San Diego County, California",NA,3606
6073017037,"Census Tract 170.37, San Diego County, California",NA,5575
6073017039,"Census Tract 170.39, San Diego County, California",NA,7364
6073017040,"Census Tract 170.40, San Diego County, California",NA,4488
6073017041,"Census Tract 170.41, San Diego County, California",NA,5923
6073017042,"Census Tract 170.42, San Diego County, California",NA,8163
6073017043,"Census Tract 170.43, San Diego County, California",NA,6780
6073017044,"Census Tract 170.44, San Diego County, California",NA,5826
6073017045,"Census Tract 170.45, San Diego County, California",NA,2686
6073017046,"Census Tract 170.46, San Diego County, California",NA,4037
6073017047,"Census Tract 170.47, San Diego County, California",NA,3971
6073017048,"Census Tract 170.48, San Diego County, California",NA,6758
6073017049,"Census Tract 170.49, San Diego County, California",NA,3364
6073017050,"Census Tract 170.50, San Diego County, California",NA,3104
6073017051,"Census Tract 170.51, San Diego County, California",NA,5188
6073017052,"Census Tract 170.52, San Diego County, California",NA,5277
6073017053,"Census Tract 170.53, San Diego County, California",NA,3305
6073017054,"Census Tract 170.54, San Diego County, California",NA,5731
6073017055,"Census Tract 170.55, San Diego County, California",NA,5453
6073017056,"Census Tract 170.56, San Diego County, California",NA,4486
6073017104,"Census Tract 171.04, San Diego County, California",NA,3906
6073017106,"Census Tract 171.06, San Diego County, California",NA,4538
6073017107,"Census Tract 171.07, San Diego County, California",NA,2874
6073017108,"Census Tract 171.08, San Diego County, California",NA,4859
6073017109,"Census Tract 171.09, San Diego County, California",NA,7115
6073017110,"Census Tract 171.10, San Diego County, California",NA,11906
6073017200,"Census Tract 172, San Diego County, California",NA,4301
6073017303,"Census Tract 173.03, San Diego County, California",NA,2932
6073017304,"Census Tract 173.04, San Diego County, California",NA,5982
6073017305,"Census Tract 173.05, San Diego County, California",NA,3250
6073017306,"Census Tract 173.06, San Diego County, California",NA,2439
6073017401,"Census Tract 174.01, San Diego County, California",NA,5686
6073017403,"Census Tract 174.03, San Diego County, California",NA,5345
6073017404,"Census Tract 174.04, San Diego County, California",NA,7099
6073017501,"Census Tract 175.01, San Diego County, California",NA,2898
6073017502,"Census Tract 175.02, San Diego County, California",NA,3713
6073017601,"Census Tract 176.01, San Diego County, California",NA,5584
6073017603,"Census Tract 176.03, San Diego County, California",NA,2573
6073017604,"Census Tract 176.04, San Diego County, California",NA,7441
6073017701,"Census Tract 177.01, San Diego County, California",NA,5141
6073017702,"Census Tract 177.02, San Diego County, California",NA,3627
6073017801,"Census Tract 178.01, San Diego County, California",NA,6842
6073017808,"Census Tract 178.08, San Diego County, California",NA,6482
6073017809,"Census Tract 178.09, San Diego County, California",NA,2214
6073017810,"Census Tract 178.10, San Diego County, California",NA,4578
6073017811,"Census Tract 178.11, San Diego County, California",NA,6665
6073017813,"Census Tract 178.13, San Diego County, California",NA,4018
6073017900,"Census Tract 179, San Diego County, California",NA,7099
6073018000,"Census Tract 180, San Diego County, California",NA,3258
6073018100,"Census Tract 181, San Diego County, California",NA,6114
6073018200,"Census Tract 182, San Diego County, California",NA,6754
6073018300,"Census Tract 183, San Diego County, California",NA,2119
6073018400,"Census Tract 184, San Diego County, California",NA,3399
6073018504,"Census Tract 185.04, San Diego County, California",NA,6595
6073018507,"Census Tract 185.07, San Diego County, California",NA,10139
6073018509,"Census Tract 185.09, San Diego County, California",NA,5454
6073018510,"Census Tract 185.10, San Diego County, California",NA,2816
6073018511,"Census Tract 185.11, San Diego County, California",NA,5502
6073018512,"Census Tract 185.12, San Diego County, California",NA,3960
6073018513,"Census Tract 185.13, San Diego County, California",NA,9921
6073018514,"Census Tract 185.14, San Diego County, California",NA,8953
6073018515,"Census Tract 185.15, San Diego County, California",NA,4767
6073018516,"Census Tract 185.16, San Diego County, California",NA,3899
6073018517,"Census Tract 185.17, San Diego County, California",NA,4704
6073018518,"Census Tract 185.18, San Diego County, California",NA,3764
6073018519,"Census Tract 185.19, San Diego County, California",NA,5546
6073018601,"Census Tract 186.01, San Diego County, California",NA,5491
6073018603,"Census Tract 186.03, San Diego County, California",NA,6747
6073018608,"Census Tract 186.08, San Diego County, California",NA,2812
6073018609,"Census Tract 186.09, San Diego County, California",NA,6437
6073018610,"Census Tract 186.10, San Diego County, California",NA,7801
6073018611,"Census Tract 186.11, San Diego County, California",NA,10106
6073018612,"Census Tract 186.12, San Diego County, California",NA,4092
6073018613,"Census Tract 186.13, San Diego County, California",NA,4073
6073018614,"Census Tract 186.14, San Diego County, California",NA,5700
6073018700,"Census Tract 187, San Diego County, California",NA,38754
6073018801,"Census Tract 188.01, San Diego County, California",NA,3911
6073018802,"Census Tract 188.02, San Diego County, California",NA,8320
6073018803,"Census Tract 188.03, San Diego County, California",NA,4841
6073018903,"Census Tract 189.03, San Diego County, California",NA,4905
6073018904,"Census Tract 189.04, San Diego County, California",NA,5554
6073018905,"Census Tract 189.05, San Diego County, California",NA,6891
6073018906,"Census Tract 189.06, San Diego County, California",NA,6798
6073019001,"Census Tract 190.01, San Diego County, California",NA,5837
6073019002,"Census Tract 190.02, San Diego County, California",NA,2175
6073019101,"Census Tract 191.01, San Diego County, California",NA,6925
6073019103,"Census Tract 191.03, San Diego County, California",NA,5682
6073019105,"Census Tract 191.05, San Diego County, California",NA,5716
6073019106,"Census Tract 191.06, San Diego County, California",NA,10544
6073019107,"Census Tract 191.07, San Diego County, California",NA,2067
6073019203,"Census Tract 192.03, San Diego County, California",NA,2826
6073019205,"Census Tract 192.05, San Diego County, California",NA,6273
6073019206,"Census Tract 192.06, San Diego County, California",NA,5909
6073019207,"Census Tract 192.07, San Diego County, California",NA,9668
6073019208,"Census Tract 192.08, San Diego County, California",NA,3369
6073019301,"Census Tract 193.01, San Diego County, California",NA,6726
6073019302,"Census Tract 193.02, San Diego County, California",NA,7692
6073019303,"Census Tract 193.03, San Diego County, California",NA,7921
6073019403,"Census Tract 194.03, San Diego County, California",NA,5270
6073019404,"Census Tract 194.04, San Diego County, California",NA,3409
6073019405,"Census Tract 194.05, San Diego County, California",NA,3994
6073019406,"Census Tract 194.06, San Diego County, California",NA,4888
6073019501,"Census Tract 195.01, San Diego County, California",NA,4068
6073019502,"Census Tract 195.02, San Diego County, California",NA,5928
6073019503,"Census Tract 195.03, San Diego County, California",NA,5638
6073019601,"Census Tract 196.01, San Diego County, California",NA,7468
6073019602,"Census Tract 196.02, San Diego County, California",NA,5397
6073019701,"Census Tract 197.01, San Diego County, California",NA,7214
6073019702,"Census Tract 197.02, San Diego County, California",NA,5070
6073019803,"Census Tract 198.03, San Diego County, California",NA,5115
6073019804,"Census Tract 198.04, San Diego County, California",NA,4412
6073019805,"Census Tract 198.05, San Diego County, California",NA,4264
6073019806,"Census Tract 198.06, San Diego County, California",NA,12647
6073019808,"Census Tract 198.08, San Diego County, California",NA,4354
6073019809,"Census Tract 198.09, San Diego County, California",NA,3987
6073019902,"Census Tract 199.02, San Diego County, California",NA,4276
6073019903,"Census Tract 199.03, San Diego County, California",NA,5035
6073019904,"Census Tract 199.04, San Diego County, California",NA,6916
6073019905,"Census Tract 199.05, San Diego County, California",NA,4309
6073020013,"Census Tract 200.13, San Diego County, California",NA,14679
6073020014,"Census Tract 200.14, San Diego County, California",NA,7835
6073020015,"Census Tract 200.15, San Diego County, California",NA,5001
6073020016,"Census Tract 200.16, San Diego County, California",NA,9713
6073020017,"Census Tract 200.17, San Diego County, California",NA,3342
6073020018,"Census Tract 200.18, San Diego County, California",NA,8741
6073020019,"Census Tract 200.19, San Diego County, California",NA,7093
6073020020,"Census Tract 200.20, San Diego County, California",NA,7883
6073020021,"Census Tract 200.21, San Diego County, California",NA,6701
6073020022,"Census Tract 200.22, San Diego County, California",NA,6847
6073020023,"Census Tract 200.23, San Diego County, California",NA,4656
6073020024,"Census Tract 200.24, San Diego County, California",NA,4517
6073020025,"Census Tract 200.25, San Diego County, California",NA,4771
6073020026,"Census Tract 200.26, San Diego County, California",NA,4461
6073020027,"Census Tract 200.27, San Diego County, California",NA,17461
6073020028,"Census Tract 200.28, San Diego County, California",NA,4825
6073020029,"Census Tract 200.29, San Diego County, California",NA,5808
6073020103,"Census Tract 201.03, San Diego County, California",NA,10191
6073020105,"Census Tract 201.05, San Diego County, California",NA,4029
6073020106,"Census Tract 201.06, San Diego County, California",NA,3704
6073020107,"Census Tract 201.07, San Diego County, California",NA,3923
6073020108,"Census Tract 201.08, San Diego County, California",NA,6524
6073020109,"Census Tract 201.09, San Diego County, California",NA,5405
6073020202,"Census Tract 202.02, San Diego County, California",NA,6789
6073020206,"Census Tract 202.06, San Diego County, California",NA,6077
6073020207,"Census Tract 202.07, San Diego County, California",NA,4794
6073020208,"Census Tract 202.08, San Diego County, California",NA,2565
6073020209,"Census Tract 202.09, San Diego County, California",NA,5224
6073020210,"Census Tract 202.10, San Diego County, California",NA,5084
6073020211,"Census Tract 202.11, San Diego County, California",NA,6481
6073020213,"Census Tract 202.13, San Diego County, California",NA,3865
6073020214,"Census Tract 202.14, San Diego County, California",NA,6194
6073020304,"Census Tract 203.04, San Diego County, California",NA,6813
6073020305,"Census Tract 203.05, San Diego County, California",NA,6221
6073020306,"Census Tract 203.06, San Diego County, California",NA,9659
6073020307,"Census Tract 203.07, San Diego County, California",NA,7434
6073020308,"Census Tract 203.08, San Diego County, California",NA,5815
6073020309,"Census Tract 203.09, San Diego County, California",NA,4410
6073020401,"Census Tract 204.01, San Diego County, California",NA,2208
6073020403,"Census Tract 204.03, San Diego County, California",NA,3705
6073020404,"Census Tract 204.04, San Diego County, California",NA,5025
6073020405,"Census Tract 204.05, San Diego County, California",NA,3505
6073020500,"Census Tract 205, San Diego County, California",NA,5078
6073020601,"Census Tract 206.01, San Diego County, California",NA,6234
6073020602,"Census Tract 206.02, San Diego County, California",NA,6022
6073020705,"Census Tract 207.05, San Diego County, California",NA,4840
6073020706,"Census Tract 207.06, San Diego County, California",NA,6597
6073020707,"Census Tract 207.07, San Diego County, California",NA,5122
6073020708,"Census Tract 207.08, San Diego County, California",NA,3640
6073020709,"Census Tract 207.09, San Diego County, California",NA,8339
6073020710,"Census Tract 207.10, San Diego County, California",NA,1818
6073020801,"Census Tract 208.01, San Diego County, California",NA,5677
6073020805,"Census Tract 208.05, San Diego County, California",NA,3322
6073020806,"Census Tract 208.06, San Diego County, California",NA,6379
6073020807,"Census Tract 208.07, San Diego County, California",NA,2720
6073020809,"Census Tract 208.09, San Diego County, California",NA,7493
6073020810,"Census Tract 208.10, San Diego County, California",NA,5229
6073020811,"Census Tract 208.11, San Diego County, California",NA,6100
6073020902,"Census Tract 209.02, San Diego County, California",NA,2235
6073020903,"Census Tract 209.03, San Diego County, California",NA,3045
6073020904,"Census Tract 209.04, San Diego County, California",NA,2223
6073021000,"Census Tract 210, San Diego County, California",NA,2706
6073021100,"Census Tract 211, San Diego County, California",NA,7998
6073021202,"Census Tract 212.02, San Diego County, California",NA,3727
6073021204,"Census Tract 212.04, San Diego County, California",NA,5545
6073021205,"Census Tract 212.05, San Diego County, California",NA,6813
6073021206,"Census Tract 212.06, San Diego County, California",NA,3274
6073021302,"Census Tract 213.02, San Diego County, California",NA,7616
6073021303,"Census Tract 213.03, San Diego County, California",NA,9456
6073021304,"Census Tract 213.04, San Diego County, California",NA,2699
6073021400,"Census Tract 214, San Diego County, California",NA,7407
6073021500,"Census Tract 215, San Diego County, California",NA,11078
6073021600,"Census Tract 216, San Diego County, California",NA,3282
6073021800,"Census Tract 218, San Diego County, California",NA,2403
6073021900,"Census Tract 219, San Diego County, California",NA,7107
6073022000,"Census Tract 220, San Diego County, California",NA,4681
6073022100,"Census Tract 221, San Diego County, California",NA,10005
6073990100,"Census Tract 9901, San Diego County, California",NA,0
6075010100,"Census Tract 101, San Francisco County, California",NA,3889
6075010200,"Census Tract 102, San Francisco County, California",NA,4167
6075010300,"Census Tract 103, San Francisco County, California",NA,4359
6075010400,"Census Tract 104, San Francisco County, California",NA,4536
6075010500,"Census Tract 105, San Francisco County, California",NA,2779
6075010600,"Census Tract 106, San Francisco County, California",NA,3429
6075010700,"Census Tract 107, San Francisco County, California",NA,5548
6075010800,"Census Tract 108, San Francisco County, California",NA,5038
6075010900,"Census Tract 109, San Francisco County, California",NA,4486
6075011000,"Census Tract 110, San Francisco County, California",NA,5127
6075011100,"Census Tract 111, San Francisco County, California",NA,4835
6075011200,"Census Tract 112, San Francisco County, California",NA,3329
6075011300,"Census Tract 113, San Francisco County, California",NA,2843
6075011700,"Census Tract 117, San Francisco County, California",NA,1790
6075011800,"Census Tract 118, San Francisco County, California",NA,1570
6075011901,"Census Tract 119.01, San Francisco County, California",NA,2699
6075011902,"Census Tract 119.02, San Francisco County, California",NA,2712
6075012000,"Census Tract 120, San Francisco County, California",NA,3973
6075012100,"Census Tract 121, San Francisco County, California",NA,3859
6075012201,"Census Tract 122.01, San Francisco County, California",NA,4620
6075012202,"Census Tract 122.02, San Francisco County, California",NA,3181
6075012301,"Census Tract 123.01, San Francisco County, California",NA,2117
6075012302,"Census Tract 123.02, San Francisco County, California",NA,2713
6075012401,"Census Tract 124.01, San Francisco County, California",NA,4667
6075012402,"Census Tract 124.02, San Francisco County, California",NA,4662
6075012501,"Census Tract 125.01, San Francisco County, California",NA,4293
6075012502,"Census Tract 125.02, San Francisco County, California",NA,3674
6075012601,"Census Tract 126.01, San Francisco County, California",NA,2516
6075012602,"Census Tract 126.02, San Francisco County, California",NA,2844
6075012700,"Census Tract 127, San Francisco County, California",NA,4092
6075012800,"Census Tract 128, San Francisco County, California",NA,4556
6075012901,"Census Tract 129.01, San Francisco County, California",NA,2783
6075012902,"Census Tract 129.02, San Francisco County, California",NA,3865
6075013000,"Census Tract 130, San Francisco County, California",NA,4719
6075013101,"Census Tract 131.01, San Francisco County, California",NA,4061
6075013102,"Census Tract 131.02, San Francisco County, California",NA,3012
6075013200,"Census Tract 132, San Francisco County, California",NA,4292
6075013300,"Census Tract 133, San Francisco County, California",NA,4634
6075013400,"Census Tract 134, San Francisco County, California",NA,3742
6075013500,"Census Tract 135, San Francisco County, California",NA,2606
6075015100,"Census Tract 151, San Francisco County, California",NA,2624
6075015200,"Census Tract 152, San Francisco County, California",NA,4277
6075015300,"Census Tract 153, San Francisco County, California",NA,2289
6075015400,"Census Tract 154, San Francisco County, California",NA,5951
6075015500,"Census Tract 155, San Francisco County, California",NA,3551
6075015600,"Census Tract 156, San Francisco County, California",NA,3506
6075015700,"Census Tract 157, San Francisco County, California",NA,8904
6075015801,"Census Tract 158.01, San Francisco County, California",NA,3837
6075015802,"Census Tract 158.02, San Francisco County, California",NA,3412
6075015900,"Census Tract 159, San Francisco County, California",NA,4832
6075016000,"Census Tract 160, San Francisco County, California",NA,2562
6075016100,"Census Tract 161, San Francisco County, California",NA,5340
6075016200,"Census Tract 162, San Francisco County, California",NA,3278
6075016300,"Census Tract 163, San Francisco County, California",NA,4658
6075016400,"Census Tract 164, San Francisco County, California",NA,4008
6075016500,"Census Tract 165, San Francisco County, California",NA,5267
6075016600,"Census Tract 166, San Francisco County, California",NA,5691
6075016700,"Census Tract 167, San Francisco County, California",NA,5376
6075016801,"Census Tract 168.01, San Francisco County, California",NA,4145
6075016802,"Census Tract 168.02, San Francisco County, California",NA,3622
6075016900,"Census Tract 169, San Francisco County, California",NA,3254
6075017000,"Census Tract 170, San Francisco County, California",NA,4287
6075017101,"Census Tract 171.01, San Francisco County, California",NA,4113
6075017102,"Census Tract 171.02, San Francisco County, California",NA,4095
6075017601,"Census Tract 176.01, San Francisco County, California",NA,10343
6075017700,"Census Tract 177, San Francisco County, California",NA,1915
6075017801,"Census Tract 178.01, San Francisco County, California",NA,3891
6075017802,"Census Tract 178.02, San Francisco County, California",NA,6367
6075017902,"Census Tract 179.02, San Francisco County, California",NA,3008
6075018000,"Census Tract 180, San Francisco County, California",NA,3457
6075020100,"Census Tract 201, San Francisco County, California",NA,6343
6075020200,"Census Tract 202, San Francisco County, California",NA,6131
6075020300,"Census Tract 203, San Francisco County, California",NA,3548
6075020401,"Census Tract 204.01, San Francisco County, California",NA,3176
6075020402,"Census Tract 204.02, San Francisco County, California",NA,4564
6075020500,"Census Tract 205, San Francisco County, California",NA,3046
6075020600,"Census Tract 206, San Francisco County, California",NA,5191
6075020700,"Census Tract 207, San Francisco County, California",NA,4793
6075020800,"Census Tract 208, San Francisco County, California",NA,6458
6075020900,"Census Tract 209, San Francisco County, California",NA,4597
6075021000,"Census Tract 210, San Francisco County, California",NA,4523
6075021100,"Census Tract 211, San Francisco County, California",NA,4080
6075021200,"Census Tract 212, San Francisco County, California",NA,3105
6075021300,"Census Tract 213, San Francisco County, California",NA,2590
